time(s), average_n_photon(m^-3), average_n_exotic(m^-3)
1.01,1390246187238080,0.00000000000000001295229896327622
1.0110000000000001,1390246187238072.5,0.000000000000000012965110337073986
1.012,1390246187238069.8,0.000000000000000012977921710980273
1.0130000000000001,1390246187238041.5,0.000000000000000012990733084777899
1.014,1390246187238039.3,0.000000000000000013003544458657613
1.0150000000000001,1390246187238031,0.0000000000000000130163558325371
1.016,1390246187238028.5,0.000000000000000013029167206333242
1.0170000000000001,1390246187237592.8,0.00000000000000001304197858024096
1.018,1390246187237590.3,0.000000000000000013054789954031665
1.0190000000000001,1390246187237582.5,0.00000000000000001306760132791834
1.02,1390246187237580,0.000000000000000013080412701796773
1.0210000000000001,1390246187237550,0.000000000000000013093224075586906
1.022,1390246187237542.5,0.000000000000000013106035449473762
1.0230000000000001,1390246187237539.8,0.000000000000000013118846823290449
1.024,1390246187237430.3,0.00000000000000001313165819717733
1.025,1390246187237427.8,0.000000000000000013144469570967617
1.026,1390246187237420,0.000000000000000013157280944847619
1.027,1390246187237417.3,0.000000000000000013170092318733394
1.028,1390246187237389,0.000000000000000013182903692550869
1.029,1390246187237386.5,0.000000000000000013195715066431473
1.03,1390246187237378.5,0.000000000000000013208526440227999
1.031,1390246187237376.3,0.000000000000000013221337814106934
1.032,1390246187237375,0.00000000000000001323414918799424
1.033,1390246187237365.8,0.000000000000000013246960561784106
1.034,1390246187237363.3,0.000000000000000013259771935690536
1.035,1390246187237335,0.000000000000000013272583309486747
1.036,1390246187237332.5,0.000000000000000013285394683367695
1.037,1390246187237324.5,0.000000000000000013298206057248318
1.038,1390246187237321.8,0.000000000000000013311017431043061
1.039,1390246187237212.3,0.000000000000000013323828804951335
1.04,1390246187237209.5,0.00000000000000001333664017874078
1.041,1390246187237202,0.000000000000000013349451552628334
1.042,1390246187237199.3,0.000000000000000013362262926507921
1.043,1390246187237171.3,0.000000000000000013375074300303667
1.044,1390246187237161.8,0.000000000000000013387885674185033
1.045,1390246187237159.3,0.000000000000000013400697048001209
1.046,1390246187236723.5,0.000000000000000013413508421887797
1.047,1390246187236721,0.000000000000000013426319795768925
1.048,1390246187236713.3,0.000000000000000013439131169557535
1.049,1390246187236710.8,0.000000000000000013451942543444296
1.05,1390246187236682.3,0.000000000000000013464753917260068
1.051,1390246187236679.8,0.00000000000000001347756529114175
1.052,1390246187236672.3,0.000000000000000013490376664936909
1.053,1390246187236669.5,0.000000000000000013503188038816995
1.054,1390246187236560,0.000000000000000013515999412705152
1.055,1390246187236557.3,0.000000000000000013528810786493795
1.056,1390246187236548,0.00000000000000001354162216040247
1.057,1390246187236519.8,0.000000000000000013554433534196029
1.058,1390246187236517.3,0.000000000000000013567244908077643
1.059,1390246187236509.5,0.000000000000000013580056281959773
1.06,1390246187236507,0.000000000000000013592867655754485
1.061,1390246187234767,0.000000000000000013605679029661592
1.062,1390246187234764,0.000000000000000013618490403449825
1.063,1390246187234756.5,0.000000000000000013631301777338424
1.064,1390246187234753.8,0.00000000000000001364411315121909
1.065,1390246187234725.8,0.0000000000000000136569245250135
1.066,1390246187234723,0.000000000000000013669735898895958
1.067,1390246187234715.5,0.000000000000000013682547272710278
1.068,1390246187234604,0.000000000000000013695358646597829
1.069,1390246187234601.5,0.000000000000000013708170020480017
1.07,1390246187234593.8,0.000000000000000013720981394267839
1.071,1390246187234591.3,0.000000000000000013733792768156808
1.072,1390246187234563.3,0.000000000000000013746604141969585
1.073,1390246187234560.3,0.000000000000000013759415515851928
1.074,1390246187234552.8,0.000000000000000013772226889645775
1.075,1390246187234550,0.000000000000000013785038263526947
1.076,1390246187234114.3,0.000000000000000013797849637416123
1.077,1390246187234111.8,0.000000000000000013810661011203566
1.078,1390246187234104,0.000000000000000013823472385112738
1.079,1390246187234074.3,0.00000000000000001383628375890505
1.08,1390246187234071.8,0.000000000000000013849095132787612
1.081,1390246187234064,0.000000000000000013861906506670774
1.082,1390246187234061.5,0.000000000000000013874717880464193
1.083,1390246187233952,0.000000000000000013887529254372216
1.084,1390246187233949.3,0.000000000000000013900340628165482
1.085,1390246187233941.3,0.00000000000000001391315200204879
1.086,1390246187233938.5,0.00000000000000001392596337593013
1.087,1390246187233910.5,0.000000000000000013938774749723265
1.088,1390246187233907.8,0.000000000000000013951586123606738
1.089,1390246187233900.3,0.000000000000000013964397497419454
1.09,1390246187233897.5,0.000000000000000013977208871307925
1.091,1390246187226938.5,0.00000000000000001399002024519114
1.092,1390246187226930.8,0.00000000000000001400283161897774
1.093,1390246187226928.3,0.000000000000000014015642992867594
1.094,1390246187226900.3,0.000000000000000014028454366678733
1.095,1390246187226897.5,0.00000000000000001404126574056861
1.096,1390246187226890,0.000000000000000014054077114355064
1.097,1390246187226886.8,0.0000000000000000140668884882385
1.098,1390246187226777.3,0.000000000000000014079699862126925
1.099,1390246187226775,0.000000000000000014092511235913267
1.1,1390246187226767,0.000000000000000014105322609822914
1.101,1390246187226764.5,0.000000000000000014118133983614004
1.102,1390246187226736.3,0.00000000000000001413094535749765
1.103,1390246187226727,0.000000000000000014143756731381807
1.104,1390246187226724.5,0.000000000000000014156568105173987
1.105,1390246187226288.5,0.00000000000000001416937947908243
1.106,1390246187226286.3,0.000000000000000014182190852874463
1.107,1390246187226278.5,0.000000000000000014195002226758758
1.108,1390246187226275.5,0.000000000000000014207813600642712
1.109,1390246187226247.5,0.0000000000000000142206249744334
1.11,1390246187226244.8,0.00000000000000001423343634834327
1.111,1390246187226237.3,0.000000000000000014246247722128586
1.112,1390246187226234.5,0.000000000000000014259059096017932
1.113,1390246187226125,0.000000000000000014271870469902135
1.114,1390246187226115.5,0.000000000000000014284681843687716
1.115,1390246187226113,0.000000000000000014297493217578418
1.116,1390246187226085,0.000000000000000014310304591387984
1.117,1390246187226082.3,0.000000000000000014323115965278634
1.118,1390246187226074.8,0.000000000000000014335927339064
1.119,1390246187226072,0.000000000000000014348738712948415
1.12,1390246187224331.8,0.000000000000000014361550086838088
1.121,1390246187224329,0.0000000000000000143743614606485
1.122,1390246187224321.5,0.000000000000000014387172834533454
1.123,1390246187224318.8,0.000000000000000014399984208322972
1.124,1390246187224290.8,0.000000000000000014412795582207604
1.125,1390246187224288.3,0.000000000000000014425606956092722
1.1260000000000001,1390246187224278.8,0.000000000000000014438418329883683
1.127,1390246187224169.3,0.000000000000000014451229703792702
1.1280000000000001,1390246187224166.8,0.00000000000000001446404107758355
1.129,1390246187224159,0.000000000000000014476852451468697
1.1300000000000001,1390246187224156.3,0.000000000000000014489663825353628
1.131,1390246187224128.3,0.000000000000000014502475199143162
1.1320000000000001,1390246187224125.5,0.000000000000000014515286573053456
1.133,1390246187224117.8,0.00000000000000001452809794683811
1.1340000000000001,1390246187224115.3,0.000000000000000014540909320729495
1.135,1390246187223679.5,0.000000000000000014553720694613064
1.1360000000000001,1390246187223677,0.000000000000000014566532068397612
1.137,1390246187223667.5,0.000000000000000014579343442288758
1.1380000000000001,1390246187223639.5,0.000000000000000014592154816097717
