time(s), average_n_photon(m^-3), average_n_exotic(m^-3)
0.498,1390246187313358,0.0000000000000000063928755516837334
0.499,1390246187313350.3,0.000000000000000006405686925536029
0.5,1390246187313347.8,0.000000000000000006418498299371251
0.501,1390246187306390.3,0.00000000000000000643130967322342
0.502,1390246187306387.5,0.000000000000000006444121047062148
0.503,1390246187306379.5,0.000000000000000006456932420944033
0.504,1390246187306377,0.000000000000000006469743794793469
0.505,1390246187306349,0.000000000000000006482555168631327
0.506,1390246187306346.3,0.000000000000000006495366542470043
0.507,1390246187306338.5,0.0000000000000000065081779163219644
0.508,1390246187306335.8,0.0000000000000000065209892902017265
0.509,1390246187306224.8,0.000000000000000006533800664053581
0.51,1390246187306217,0.000000000000000006546612037892262
0.511,1390246187306214.5,0.000000000000000006559423411730042
0.512,1390246187306186.5,0.0000000000000000065722347855791506
0.513,1390246187306183.8,0.000000000000000006585046159462054
0.514,1390246187306176.3,0.000000000000000006597857533300724
0.515,1390246187306173,0.000000000000000006610668907152379
0.516,1390246187305737.5,0.000000000000000006623480280987508
0.517,1390246187305735,0.000000000000000006636291654839057
0.518,1390246187305727.3,0.0000000000000000066491030286775795
0.519,1390246187305724.5,0.0000000000000000066619144025610525
0.52,1390246187305696.5,0.000000000000000006674725776409955
0.521,1390246187305687.3,0.0000000000000000066875371502476364
0.522,1390246187305684.8,0.000000000000000006700348524085296
0.523,1390246187305575,0.000000000000000006713159897934046
0.524,1390246187305572.5,0.0000000000000000067259712718180014
0.525,1390246187305564.8,0.000000000000000006738782645656532
0.526,1390246187305561.8,0.000000000000000006751594019507777
0.527,1390246187305533.8,0.000000000000000006764405393342842
0.528,1390246187305531,0.000000000000000006777216767193985
0.529,1390246187305523.5,0.000000000000000006790028141032374
0.53,1390246187305520.8,0.000000000000000006802839514916876
0.531,1390246187303780.8,0.000000000000000006815650888765429
0.532,1390246187303771.5,0.0000000000000000068284622626029426
0.533,1390246187303769,0.000000000000000006841273636441325
0.534,1390246187303741,0.000000000000000006854085010292243
0.535,1390246187303738.3,0.000000000000000006866896384174691
0.536,1390246187303730.8,0.000000000000000006879707758025602
0.537,1390246187303728,0.0000000000000000068925191318639375
0.538,1390246187303618,0.0000000000000000069053305057014324
0.539,1390246187303615.3,0.000000000000000006918141879549689
0.54,1390246187303607.8,0.000000000000000006930953253435098
0.541,1390246187303605,0.000000000000000006943764627273438
0.542,1390246187303577,0.000000000000000006956576001123923
0.543,1390246187303574.5,0.000000000000000006969387374958901
0.544,1390246187303565.3,0.000000000000000006982198748809484
0.545,1390246187303129.5,0.000000000000000006995010122647693
0.546,1390246187303127,0.000000000000000007007821496533616
0.547,1390246187303119,0.000000000000000007020632870381676
0.548,1390246187303116.5,0.000000000000000007033444244219081
0.549,1390246187303088.5,0.00000000000000000704625561805728
0.55,1390246187303085.5,0.000000000000000007059066991907654
0.551,1390246187303078,0.000000000000000007071878365791572
0.552,1390246187303075.3,0.000000000000000007084689739641886
0.553,1390246187302965.8,0.000000000000000007097501113480054
0.554,1390246187302963,0.000000000000000007110312487317391
0.555,1390246187302955.5,0.000000000000000007123123861165187
0.556,1390246187302925.8,0.000000000000000007135935235051966
0.557,1390246187302923,0.000000000000000007148746608890114
0.558,1390246187302915.5,0.000000000000000007161557982740271
0.559,1390246187302912.8,0.000000000000000007174369356575165
0.56,1390246187302911.8,0.000000000000000007187180730425222
0.561,1390246187302908.5,0.000000000000000007199992104262462
0.562,1390246187302901,0.00000000000000000721280347814734
0.5630000000000001,1390246187302898.3,0.000000000000000007225614851997347
0.5640000000000001,1390246187302870.3,0.000000000000000007238426225835392
0.5650000000000001,1390246187302867.8,0.00000000000000000725123759967263
0.5660000000000001,1390246187302860,0.000000000000000007264048973520109
0.5670000000000001,1390246187302749,0.000000000000000007276860347407771
0.5680000000000001,1390246187302746.3,0.000000000000000007289671721245821
0.5690000000000001,1390246187302738.8,0.000000000000000007302483095095264
0.5700000000000001,1390246187302735.8,0.000000000000000007315294468930422
0.5710000000000001,1390246187302707.8,0.000000000000000007328105842780853
0.5720000000000001,1390246187302705.5,0.000000000000000007340917216618055
0.5730000000000001,1390246187302697.3,0.000000000000000007353728590506195
0.5740000000000001,1390246187302694.8,0.000000000000000007366539964352275
0.5750000000000001,1390246187302259,0.00000000000000000737935133819066
0.5760000000000001,1390246187302256.5,0.000000000000000007392162712030162
0.577,1390246187302248.8,0.000000000000000007404974085878092
0.578,1390246187302246.3,0.000000000000000007417785459764303
0.579,1390246187302216.3,0.00000000000000000743059683361152
0.58,1390246187302208.8,0.000000000000000007443408207451506
0.581,1390246187302206,0.000000000000000007456219581291045
0.582,1390246187302096.5,0.00000000000000000746903095513567
0.583,1390246187302093.8,0.000000000000000007481842329024589
0.584,1390246187302086.3,0.000000000000000007494653702859509
0.585,1390246187302083.3,0.000000000000000007507465076711778
0.586,1390246187302055.3,0.000000000000000007520276450549824
0.587,1390246187302052.8,0.000000000000000007533087824395775
0.588,1390246187302044.8,0.000000000000000007545899198237106
0.589,1390246187302042.5,0.00000000000000000755871057211908
0.59,1390246187300302.3,0.00000000000000000757152194596976
0.591,1390246187300293,0.000000000000000007584333319810885
0.592,1390246187300290.5,0.000000000000000007597144693644526
0.593,1390246187300262.3,0.00000000000000000760995606749801
0.594,1390246187300259.8,0.000000000000000007622767441376452
0.595,1390246187300252,0.00000000000000000763557881523009
0.596,1390246187300249.3,0.000000000000000007648390189062154
0.597,1390246187300139.5,0.000000000000000007661201562901786
0.598,1390246187300137,0.000000000000000007674012936755937
0.599,1390246187300129,0.000000000000000007686824310588362
0.6,1390246187300126.8,0.000000000000000007699635684478513
0.601,1390246187300098.8,0.000000000000000007712447058319432
0.602,1390246187300089.3,0.000000000000000007725258432162075
0.603,1390246187300086.5,0.000000000000000007738069806005757
0.604,1390246187299651,0.000000000000000007750881179848425
0.605,1390246187299648.3,0.000000000000000007763692553736725
0.606,1390246187299640.8,0.000000000000000007776503927578959
0.607,1390246187299638,0.000000000000000007789315301423084
0.608,1390246187299609.8,0.000000000000000007802126675266757
0.609,1390246187299607.3,0.000000000000000007814938049106354
0.61,1390246187299599.3,0.000000000000000007827749422997223
0.611,1390246187299596.8,0.00000000000000000784056079682757
0.612,1390246187299487,0.000000000000000007853372170683224
0.613,1390246187299484.8,0.000000000000000007866183544525448
0.614,1390246187299475.3,0.00000000000000000787899491836635
0.615,1390246187299447.3,0.000000000000000007891806292211747
0.616,1390246187299444.5,0.000000000000000007904617666087102
0.617,1390246187299437,0.00000000000000000791742903994139
0.618,1390246187299434.5,0.000000000000000007930240413786525
0.619,1390246187292476.8,0.000000000000000007943051787615703
0.62,1390246187292474,0.000000000000000007955863161472603
0.621,1390246187292466,0.000000000000000007968674535344649
0.622,1390246187292463.5,0.000000000000000007981485909201732
0.623,1390246187292435.5,0.000000000000000007994297283030143
0.624,1390246187292432.8,0.000000000000000008007108656875959
0.625,1390246187292423.5,0.000000000000000008019920030731366
0.626,1390246187292314,0.000000000000000008032731404604434
0.627,1390246187292311.5,0.000000000000000008045542778451422
0.628,1390246187292303.5,0.000000000000000008058354152286916
0.629,1390246187292301.3,0.000000000000000008071165526133442
0.63,1390246187292273.3,0.000000000000000008083976899980947
0.631,1390246187292270,0.000000000000000008096788273818877
0.632,1390246187292262.5,0.000000000000000008109599647709086
0.633,1390246187292259.8,0.000000000000000008122411021546586
0.634,1390246187291824,0.000000000000000008135222395394499
0.635,1390246187291821.5,0.000000000000000008148033769241935
0.636,1390246187291813.8,0.000000000000000008160845143076926
0.637,1390246187291784,0.000000000000000008173656516969583
0.638,1390246187291781.8,0.000000000000000008186467890795736
0.639,1390246187291773.8,0.000000000000000008199279264654825
0.64,1390246187291771.3,0.000000000000000008212090638500877
0.641,1390246187291661.5,0.000000000000000008224902012337152
0.642,1390246187291659.3,0.000000000000000008237713386186058
0.643,1390246187291651,0.000000000000000008250524760055372
0.644,1390246187291648.5,0.00000000000000000826333613391296
0.645,1390246187291620.5,0.00000000000000000827614750776177
0.646,1390246187291617.8,0.000000000000000008288958881586841
0.647,1390246187291610.3,0.000000000000000008301770255446958
0.648,1390246187291607.5,0.000000000000000008314581629313134
0.649,1390246187289866,0.000000000000000008327393003173336
0.65,1390246187289858,0.000000000000000008340204376997712
0.651,1390246187289855.8,0.000000000000000008353015750847155
0.652,1390246187289827.3,0.000000000000000008365827124705771
0.653,1390246187289825,0.000000000000000008378638498572966
0.654,1390246187289817,0.00000000000000000839144987242351
0.655,1390246187289814.3,0.000000000000000008404261246257434
0.656,1390246187289704.8,0.00000000000000000841707262010479
0.657,1390246187289702,0.000000000000000008429883993955808
0.658,1390246187289694.5,0.000000000000000008442695367789364
0.659,1390246187289691.8,0.000000000000000008455506741681331
0.66,1390246187289662,0.000000000000000008468318115514474
0.661,1390246187289654.3,0.000000000000000008481129489365863
0.662,1390246187289651.8,0.000000000000000008493940863216828
0.663,1390246187289216,0.00000000000000000850675223704755
0.664,1390246187289213.5,0.000000000000000008519563610941848
0.665,1390246187289205.8,0.000000000000000008532374984764146
0.666,1390246187289203,0.000000000000000008545186358626244
0.667,1390246187289174.8,0.000000000000000008557997732475801
0.668,1390246187289172.3,0.00000000000000000857080910630783
0.669,1390246187289164.5,0.000000000000000008583620480160293
0.67,1390246187289161.8,0.000000000000000008596431854023876
0.671,1390246187289052.5,0.0000000000000000086092432278845
0.672,1390246187289043,0.00000000000000000862205460173669
0.673,1390246187289040.5,0.000000000000000008634865975557994
0.674,1390246187289012.3,0.000000000000000008647677349421027
0.675,1390246187289009.8,0.000000000000000008660488723281807
0.676,1390246187289002,0.000000000000000008673300097144917
0.677,1390246187288999.5,0.00000000000000000868611147096558
0.678,1390246187284056.5,0.000000000000000008698922844818352
0.679,1390246187284054,0.000000000000000008711734218679925
0.68,1390246187284046.3,0.000000000000000008724545592541721
0.681,1390246187284043.8,0.000000000000000008737356966395533
0.682,1390246187284015.5,0.000000000000000008750168340225395
0.683,1390246187284013,0.00000000000000000876297971407614
0.684,1390246187284003.5,0.000000000000000008775791087930389
0.685,1390246187283894,0.00000000000000000878860246175991
0.686,1390246187283891.5,0.000000000000000008801413835653482
0.687,1390246187283883.8,0.000000000000000008814225209482632
0.6880000000000001,1390246187283881.3,0.000000000000000008827036583337225
0.6890000000000001,1390246187283852.8,0.000000000000000008839847957191362
0.6900000000000001,1390246187283850.3,0.000000000000000008852659331018227
0.6910000000000001,1390246187283842.5,0.000000000000000008865470704914038
0.6920000000000001,1390246187283840,0.000000000000000008878282078732774
0.6930000000000001,1390246187283404.3,0.000000000000000008891093452597638
0.6940000000000001,1390246187283401.8,0.000000000000000008903904826450445
0.6950000000000001,1390246187283392.3,0.000000000000000008916716200278397
0.6960000000000001,1390246187283364.3,0.000000000000000008929527574133983
0.6970000000000001,1390246187283361.5,0.000000000000000008942338947992598
0.6980000000000001,1390246187283354,0.000000000000000008955150321856026
0.6990000000000001,1390246187283351.3,0.000000000000000008967961695711326
0.7000000000000001,1390246187283241.8,0.000000000000000008980773069529157
0.7010000000000001,1390246187283239,0.000000000000000008993584443394884
0.7020000000000001,1390246187283231,0.000000000000000009006395817250642
0.7030000000000001,1390246187283228.8,0.000000000000000009019207191116477
0.704,1390246187283200.3,0.000000000000000009032018564933711
0.705,1390246187283197.8,0.000000000000000009044829938789551
0.706,1390246187283190,0.000000000000000009057641312653853
0.707,1390246187281448.5,0.000000000000000009070452686510672
0.708,1390246187281445.8,0.000000000000000009083264060366873
0.709,1390246187281438.3,0.000000000000000009096075434191087
0.71,1390246187281435.5,0.000000000000000009108886808047483
0.711,1390246187281407.5,0.000000000000000009121698181904716
0.712,1390246187281405,0.000000000000000009134509555730505
0.713,1390246187281396.8,0.00000000000000000914732092962558
0.714,1390246187281394.5,0.000000000000000009160132303450987
0.715,1390246187281284.8,0.000000000000000009172943677308546
0.716,1390246187281282.3,0.000000000000000009185755051165692
0.717,1390246187281274.3,0.000000000000000009198566424988944
0.718,1390246187281244.8,0.000000000000000009211377798886155
0.719,1390246187281242.3,0.000000000000000009224189172701612
0.72,1390246187281234.5,0.000000000000000009237000546568878
0.721,1390246187281232,0.000000000000000009249811920424689
0.722,1390246187280796.3,0.000000000000000009262623294249164
0.723,1390246187280793.5,0.000000000000000009275434668107641
0.724,1390246187280785.5,0.000000000000000009288246041961504
0.725,1390246187280782.8,0.000000000000000009301057415827488
0.726,1390246187280754.8,0.000000000000000009313868789685685
0.727,1390246187280752.3,0.000000000000000009326680163500295
0.728,1390246187280744.5,0.000000000000000009339491537368508
0.729,1390246187280742,0.00000000000000000935230291121969
0.73,1390246187280630.8,0.000000000000000009365114285088013
0.731,1390246187280623.3,0.000000000000000009377925658901458
0.732,1390246187280620.5,0.00000000000000000939073703275832
0.733,1390246187280592.3,0.000000000000000009403548406626987
0.734,1390246187280590,0.000000000000000009416359780440775
0.735,1390246187280582,0.000000000000000009429171154338811
0.736,1390246187280579.3,0.000000000000000009441982528159613
0.737,1390246187273621.5,0.000000000000000009454793902018782
0.738,1390246187273619,0.000000000000000009467605275878793
0.739,1390246187273611.5,0.000000000000000009480416649701115
0.74,1390246187273608.8,0.000000000000000009493228023597575
0.741,1390246187273580.8,0.000000000000000009506039397419588
0.742,1390246187273571.3,0.000000000000000009518850771279745
0.743,1390246187273569,0.000000000000000009531662145139646
0.744,1390246187273459.3,0.000000000000000009544473518959562
0.745,1390246187273456.5,0.000000000000000009557284892858065
0.746,1390246187273448.8,0.000000000000000009570096266670472
0.747,1390246187273446.3,0.000000000000000009582907640540265
0.748,1390246187273418,0.000000000000000009595719014398824
0.749,1390246187273415.3,0.000000000000000009608530388219943
0.75,1390246187273407.5,0.000000000000000009621341762081105
0.751,1390246187273405,0.000000000000000009634153135930548
0.752,1390246187272969.5,0.000000000000000009646964509798975
0.753,1390246187272960,0.000000000000000009659775883610016
0.754,1390246187272957.3,0.000000000000000009672587257470883
0.755,1390246187272929.3,0.000000000000000009685398631339642
0.756,1390246187272926.8,0.00000000000000000969821000518831
0.757,1390246187272919,0.000000000000000009711021379050075
0.758,1390246187272916.5,0.000000000000000009723832752870048
0.759,1390246187272806.5,0.000000000000000009736644126729586
0.76,1390246187272804,0.000000000000000009749455500600537
0.761,1390246187272796.3,0.000000000000000009762266874411393
0.762,1390246187272793.5,0.00000000000000000977507824831067
0.763,1390246187272765.5,0.0000000000000000097878896221283
0.764,1390246187272763,0.000000000000000009800700995989972
0.765,1390246187272753.8,0.000000000000000009813512369852557
0.766,1390246187271013.5,0.000000000000000009826323743671675
0.767,1390246187271011.3,0.000000000000000009839135117569415
0.768,1390246187271003.3,0.000000000000000009851946491388235
0.769,1390246187271000.8,0.000000000000000009864757865251061
0.77,1390246187270972.8,0.000000000000000009877569239113523
0.771,1390246187270969.8,0.00000000000000000989038061293033
0.772,1390246187270962.3,0.00000000000000000990319198683004
0.773,1390246187270959.5,0.000000000000000009916003360639611
0.774,1390246187270850,0.000000000000000009928814734509301
0.775,1390246187270847.3,0.000000000000000009941626108372224
0.776,1390246187270839.5,0.000000000000000009954437482181564
0.777,1390246187270809.8,0.00000000000000000996724885605386
0.778,1390246187270807.3,0.000000000000000009980060229897483
0.779,1390246187270799.5,0.000000000000000009992871603769878
0.78,1390246187270797,0.000000000000000010005682977578695
0.781,1390246187270361.3,0.000000000000000010018494351442056
0.782,1390246187270358.5,0.000000000000000010031305725313026
0.783,1390246187270350.5,0.00000000000000001004411709915765
0.784,1390246187270348.3,0.00000000000000001005692847302187
0.785,1390246187270320,0.00000000000000001006973984683865
0.786,1390246187270317.3,0.000000000000000010082551220700746
0.787,1390246187270309.8,0.000000000000000010095362594573819
0.788,1390246187270198.5,0.00000000000000001010817396838195
0.789,1390246187270196,0.000000000000000010120985342282383
0.79,1390246187270188.3,0.000000000000000010133796716097028
0.791,1390246187270185.8,0.000000000000000010146608089961274
0.792,1390246187270157.8,0.000000000000000010159419463826252
0.793,1390246187270155,0.000000000000000010172230837642373
0.794,1390246187270147,0.000000000000000010185042211541323
0.795,1390246187270144.3,0.000000000000000010197853585348164
0.796,1390246187270143.3,0.000000000000000010210664959221847
0.797,1390246187270140.5,0.00000000000000001022347633308501
0.798,1390246187270132.8,0.000000000000000010236287706900602
0.799,1390246187270130.3,0.000000000000000010249099080766167
0.8,1390246187270100.5,0.000000000000000010261910454608342
0.801,1390246187270093,0.000000000000000010274721828480723
0.802,1390246187270090.3,0.000000000000000010287533202345997
0.803,1390246187269980.8,0.000000000000000010300344576152706
0.804,1390246187269978,0.000000000000000010313155950026911
0.805,1390246187269970.5,0.000000000000000010325967323866766
0.806,1390246187269967.5,0.00000000000000001033877869774119
0.807,1390246187269939.5,0.000000000000000010351590071547436
0.808,1390246187269937,0.000000000000000010364401445413129
0.809,1390246187269929,0.000000000000000010377212819286142
0.81,1390246187269926.5,0.000000000000000010390024193126984
0.811,1390246187269490.8,0.000000000000000010402835566993498
0.812,1390246187269481.5,0.000000000000000010415646940807559
0.8130000000000001,1390246187269479,0.000000000000000010428458314672015
0.8140000000000001,1390246187269451,0.000000000000000010441269688538288
0.8150000000000001,1390246187269448.3,0.000000000000000010454081062352113
0.8160000000000001,1390246187269440.8,0.000000000000000010466892436251974
0.8170000000000001,1390246187269437.5,0.00000000000000001047970381006554
0.8180000000000001,1390246187269328,0.000000000000000010492515183932604
0.8190000000000001,1390246187269325.3,0.000000000000000010505326557799255
0.8200000000000001,1390246187269317.8,0.00000000000000001051813793161094
0.8210000000000001,1390246187269315,0.00000000000000001053094930551264
0.8220000000000001,1390246187269287,0.000000000000000010543760679317539
0.8230000000000001,1390246187269277.5,0.000000000000000010556572053193174
0.8240000000000001,1390246187269275.3,0.000000000000000010569383427058497
0.8250000000000001,1390246187267535.3,0.000000000000000010582194800871324
0.8260000000000001,1390246187267532.5,0.000000000000000010595006174739086
0.8270000000000001,1390246187267525,0.000000000000000010607817548577669
0.8280000000000001,1390246187267522.3,0.000000000000000010620628922451998
0.8290000000000001,1390246187267493.8,0.000000000000000010633440296319483
0.8300000000000001,1390246187267491.3,0.000000000000000010646251670123735
0.8310000000000001,1390246187267483.5,0.000000000000000010659063043999976
0.8320000000000001,1390246187267481,0.000000000000000010671874417836302
0.833,1390246187267371.3,0.000000000000000010684685791704035
0.834,1390246187267368.8,0.000000000000000010697497165515917
0.835,1390246187267359.5,0.000000000000000010710308539382174
0.836,1390246187267331.5,0.000000000000000010723119913258764
0.837,1390246187267328.8,0.000000000000000010735931287062356
0.838,1390246187267321,0.000000000000000010748742660964697
0.839,1390246187267318.5,0.000000000000000010761554034774498
0.84,1390246187266883,0.000000000000000010774365408642753
0.841,1390246187266879.8,0.0000000000000000107871767825117
0.842,1390246187266872.3,0.000000000000000010799988156322744
0.843,1390246187266869.5,0.000000000000000010812799530223674
0.844,1390246187266841.5,0.000000000000000010825610904034598
0.845,1390246187266839,0.000000000000000010838422277903771
0.846,1390246187266829.5,0.000000000000000010851233651772537
0.847,1390246187266720,0.000000000000000010864045025581659
0.848,1390246187266717.5,0.000000000000000010876856399484362
0.849,1390246187266709.8,0.00000000000000001088966777328691
0.85,1390246187266707,0.000000000000000010902479147164367
0.851,1390246187266679,0.000000000000000010915290521031443
0.852,1390246187266676,0.000000000000000010928101894833804
0.853,1390246187266668.5,0.00000000000000001094091326871151
0.854,1390246187266665.8,0.000000000000000010953724642545127
0.855,1390246187259708.3,0.000000000000000010966536016422883
0.856,1390246187259705.8,0.000000000000000010979347390224836
0.857,1390246187259698,0.000000000000000010992158764094381
0.858,1390246187259668.3,0.000000000000000011004970137970847
0.859,1390246187259665.8,0.000000000000000011017781511805433
0.86,1390246187259658,0.000000000000000011030592885675607
0.861,1390246187259655.3,0.000000000000000011043404259484959
0.862,1390246187259545.8,0.000000000000000011056215633353308
0.863,1390246187259543.3,0.000000000000000011069027007231664
0.864,1390246187259535.3,0.000000000000000011081838381032993
0.865,1390246187259532.8,0.000000000000000011094649754936289
0.866,1390246187259504.5,0.000000000000000011107461128743634
0.867,1390246187259502,0.000000000000000011120272502613913
0.868,1390246187259494.3,0.00000000000000001113308387648434
0.869,1390246187259491.8,0.000000000000000011145895250291485
0.87,1390246187259054.3,0.000000000000000011158706624194956
0.871,1390246187259046.8,0.0000000000000000111715179979957
0.872,1390246187259044,0.00000000000000001118432937187456
0.873,1390246187259016,0.000000000000000011197140745743778
0.874,1390246187259013.3,0.000000000000000011209952119552026
0.875,1390246187259005.8,0.00000000000000001122276349342344
0.876,1390246187259002.5,0.000000000000000011235574867256017
0.877,1390246187258893,0.000000000000000011248386241133529
0.878,1390246187258890.5,0.00000000000000001126119761500467
0.879,1390246187258882.8,0.000000000000000011274008988804838
0.88,1390246187258880.3,0.000000000000000011286820362684246
0.881,1390246187258850.5,0.000000000000000011299631736514695
0.882,1390246187258843,0.000000000000000011312443110394171
0.883,1390246187258840.3,0.000000000000000011325254484193958
0.884,1390246187257100.3,0.000000000000000011338065858065441
0.885,1390246187257097.5,0.000000000000000011350877231943639
0.886,1390246187257090,0.00000000000000001136368860574275
0.887,1390246187257086.8,0.000000000000000011376499979646784
0.888,1390246187257059,0.000000000000000011389311353452242
0.889,1390246187257056.5,0.000000000000000011402122727324076
0.89,1390246187257048.5,0.000000000000000011414934101196517
0.891,1390246187257046,0.000000000000000011427745475003292
0.892,1390246187256936.5,0.00000000000000001144055684890598
0.893,1390246187256927.3,0.000000000000000011453368222712532
0.894,1390246187256924.5,0.000000000000000011466179596585085
0.895,1390246187256896.5,0.000000000000000011478990970457398
0.896,1390246187256894,0.000000000000000011491802344262245
0.897,1390246187256886.3,0.000000000000000011504613718166606
0.898,1390246187256883.8,0.000000000000000011517425091965237
0.899,1390246187256447.5,0.000000000000000011530236465845725
0.9,1390246187256445,0.000000000000000011543047839716878
0.901,1390246187256437.3,0.000000000000000011555859213522815
0.902,1390246187256434.8,0.000000000000000011568670587395584
0.903,1390246187256406.5,0.000000000000000011581481961223645
0.904,1390246187256404,0.00000000000000001159429333510442
0.905,1390246187256394.8,0.000000000000000011607104708902545
0.906,1390246187256285.3,0.000000000000000011619916082775494
0.907,1390246187256282.5,0.000000000000000011632727456655019
0.908,1390246187256274.8,0.000000000000000011645538830484019
0.909,1390246187256272.3,0.000000000000000011658350204357703
0.91,1390246187256244.3,0.000000000000000011671161578162725
0.911,1390246187256241.3,0.000000000000000011683972952034562
0.912,1390246187256233.5,0.000000000000000011696784325915849
0.913,1390246187256231,0.000000000000000011709595699713437
0.914,1390246187251288.3,0.0000000000000000117224070736183
0.915,1390246187251286,0.000000000000000011735218447421572
0.916,1390246187251276.5,0.000000000000000011748029821295206
0.917,1390246187251248.5,0.00000000000000001176084119516946
0.918,1390246187251245.8,0.000000000000000011773652568972061
0.919,1390246187251238.3,0.000000000000000011786463942877109
0.92,1390246187251235.5,0.00000000000000001179927531667415
0.921,1390246187251126,0.000000000000000011812086690555892
0.922,1390246187251122.8,0.000000000000000011824898064428498
0.923,1390246187251115.3,0.000000000000000011837709438232652
0.924,1390246187251112.5,0.000000000000000011850520812107332
0.925,1390246187251084.5,0.000000000000000011863332185934537
0.926,1390246187251082,0.000000000000000011876143559814989
0.927,1390246187251074.3,0.000000000000000011888954933689401
0.928,1390246187250637,0.000000000000000011901766307485922
0.929,1390246187250634.5,0.000000000000000011914577681368158
0.93,1390246187250626.8,0.000000000000000011927389055193374
0.931,1390246187250624,0.000000000000000011940200429075673
0.932,1390246187250596,0.000000000000000011953011802871853
0.933,1390246187250593.5,0.000000000000000011965823176746572
0.934,1390246187250585.5,0.000000000000000011978634550627165
0.935,1390246187250582.8,0.00000000000000001199144592442319
0.936,1390246187250473.3,0.000000000000000012004257298328737
0.937,1390246187250470.5,0.000000000000000012017068672130318
0.9380000000000001,1390246187250463,0.000000000000000012029880046005322
0.9390000000000001,1390246187250460.5,0.000000000000000012042691419880952
0.9400000000000001,1390246187250430.8,0.000000000000000012055502793683777
0.9410000000000001,1390246187250423,0.00000000000000001206831416758805
0.9420000000000001,1390246187250420.5,0.000000000000000012081125541390566
0.9430000000000001,1390246187248680.5,0.000000000000000012093936915266372
0.9440000000000001,1390246187248677.8,0.000000000000000012106748289141836
0.9450000000000001,1390246187248669.8,0.00000000000000001211955966294284
0.9460000000000001,1390246187248667,0.000000000000000012132371036848687
0.9470000000000001,1390246187248639,0.00000000000000001214518241064385
0.9480000000000001,1390246187248636.5,0.000000000000000012157993784527056
0.9490000000000001,1390246187248628.8,0.000000000000000012170805158400936
0.9500000000000001,1390246187248626.3,0.000000000000000012183616532195949
0.9510000000000001,1390246187248515,0.000000000000000012196427906079354
0.9520000000000001,1390246187248507.3,0.000000000000000012209239279902425
0.9530000000000001,1390246187248504.8,0.000000000000000012222050653785868
0.9540000000000001,1390246187248476.5,0.000000000000000012234862027580554
0.9550000000000001,1390246187248474.3,0.00000000000000001224767340145661
0.9560000000000001,1390246187248466.3,0.000000000000000012260484775338878
0.9570000000000001,1390246187248463.5,0.000000000000000012273296149162758
0.9580000000000001,1390246187248027.8,0.000000000000000012286107523039478
0.9590000000000001,1390246187248025,0.000000000000000012298918896840834
0.96,1390246187248017.5,0.000000000000000012311730270715768
0.961,1390246187248014.8,0.000000000000000012324541644599698
0.962,1390246187247986.8,0.000000000000000012337353018393898
0.963,1390246187247977.3,0.000000000000000012350164392300223
0.964,1390246187247974.8,0.000000000000000012362975766099368
0.965,1390246187247865.3,0.000000000000000012375787139976485
0.966,1390246187247862.5,0.000000000000000012388598513853253
0.967,1390246187247855,0.000000000000000012401409887652694
0.968,1390246187247852.3,0.000000000000000012414221261559133
0.969,1390246187247824,0.000000000000000012427032635352847
0.97,1390246187247821.5,0.000000000000000012439844009237178
0.971,1390246187247813.8,0.000000000000000012452655383112744
0.972,1390246187247811,0.000000000000000012465466756913216
0.973,1390246187240853.5,0.000000000000000012478278130790835
0.974,1390246187240851,0.000000000000000012491089504613209
0.975,1390246187240841.5,0.000000000000000012503900878496392
0.976,1390246187240813.5,0.000000000000000012516712252373744
0.977,1390246187240810.8,0.000000000000000012529523626166985
0.978,1390246187240803.3,0.000000000000000012542335000051766
0.979,1390246187240800.8,0.000000000000000012555146373871845
0.98,1390246187240690.5,0.000000000000000012567957747749831
0.981,1390246187240688.3,0.000000000000000012580769121549614
0.982,1390246187240680.3,0.00000000000000001259358049542585
0.983,1390246187240677.8,0.00000000000000001260639186931088
0.984,1390246187240649.8,0.000000000000000012619203243103667
0.985,1390246187240647,0.000000000000000012632014617010589
0.986,1390246187240637.8,0.000000000000000012644825990808558
0.987,1390246187240202.3,0.00000000000000001265763736468647
0.988,1390246187240199.5,0.000000000000000012670448738564942
0.989,1390246187240191.8,0.000000000000000012683260112364192
0.99,1390246187240189.3,0.00000000000000001269607148626989
0.991,1390246187240161.3,0.000000000000000012708882860068986
0.992,1390246187240158.3,0.000000000000000012721694233947626
0.993,1390246187240150.5,0.000000000000000012734505607824127
0.994,1390246187240148,0.000000000000000012747316981623065
0.995,1390246187240038.3,0.000000000000000012760128355501909
0.996,1390246187240035.8,0.000000000000000012772939729322267
0.997,1390246187240028,0.00000000000000001278575110320655
0.998,1390246187239998.5,0.000000000000000012798562477085122
0.999,1390246187239995.8,0.000000000000000012811373850877002
1,1390246187239988,0.000000000000000012824185224762732
1.0010000000000001,1390246187239985.5,0.000000000000000012836996598581303
1.002,1390246187238245.5,0.000000000000000012849807972467194
1.0030000000000001,1390246187238243,0.000000000000000012862619346258778
1.004,1390246187238234.8,0.000000000000000012875430720137595
1.0050000000000001,1390246187238232.3,0.000000000000000012888242094022331
1.006,1390246187238204,0.000000000000000012901053467841803
1.0070000000000001,1390246187238201.5,0.000000000000000012913864841720824
1.008,1390246187238194,0.000000000000000012926676215517445
1.0090000000000001,1390246187238082.8,0.000000000000000012939487589396555
