time(s),avg_photon_density,avg_axion_density,avg_neutrino_density,avg_energy_density
0.00000000000000312692326,inf,inf,0,inf
0.0000000000000031808357300000002,inf,inf,0,inf
0.0000000000000032347482000000003,inf,inf,0,inf
0.0000000000000032886606700000003,inf,inf,0,inf
0.00000000000000334257314,inf,inf,0,inf
0.00000000000000339648561,inf,inf,0,inf
0.00000000000000345039808,inf,inf,0,inf
0.0000000000000035043105500000002,inf,inf,0,inf
0.00000000000000355822302,inf,inf,0,inf
0.00000000000000361213549,inf,inf,0,inf
0.00000000000000366604796,inf,inf,0,inf
0.0000000000000037199604300000005,inf,inf,0,inf
0.0000000000000037738729,inf,inf,0,inf
0.00000000000000382778537,inf,inf,0,inf
0.00000000000000388169784,inf,inf,0,inf
0.00000000000000393561031,inf,inf,0,inf
0.0000000000000039895227800000005,inf,inf,0,inf
0.00000000000000404343525,inf,inf,0,inf
0.00000000000000409734772,inf,inf,0,inf
0.00000000000000415126019,inf,inf,0,inf
0.00000000000000420517266,inf,inf,0,inf
0.0000000000000042590851300000004,inf,inf,0,inf
0.0000000000000043129976,inf,inf,0,inf
0.0000000000000043669100700000006,inf,inf,0,inf
0.00000000000000442082254,inf,inf,0,inf
0.00000000000000447473501,inf,inf,0,inf
0.00000000000000452864748,inf,inf,0,inf
0.00000000000000458255995,inf,inf,0,inf
0.0000000000000046364724200000005,inf,inf,0,inf
0.00000000000000469038489,inf,inf,0,inf
0.00000000000000474429736,inf,inf,0,inf
0.00000000000000479820983,inf,inf,0,inf
0.0000000000000048521223,inf,inf,0,inf
0.0000000000000049060347700000005,inf,inf,0,inf
0.00000000000000495994724,inf,inf,0,inf
0.000000000000005013859710000001,inf,inf,0,inf
0.00000000000000506777218,inf,inf,0,inf
0.00000000000000512168465,inf,inf,0,inf
0.0000000000000051755971200000004,inf,inf,0,inf
0.00000000000000522950959,inf,inf,0,inf
0.0000000000000052834220600000006,inf,inf,0,inf
0.00000000000000533733453,inf,inf,0,inf
0.000000000000005391247,inf,inf,0,inf
0.0000000000000054451594700000004,inf,inf,0,inf
0.00000000000000549907194,inf,inf,0,inf
0.0000000000000055529844100000005,inf,inf,0,inf
0.00000000000000560689688,inf,inf,0,inf
0.00000000000000566080935,inf,inf,0,inf
0.00000000000000571472182,inf,inf,0,inf
0.00000000000000576863429,inf,inf,0,inf
0.0000000000000058225467600000005,inf,inf,0,inf
0.00000000000000587645923,inf,inf,0,inf
0.000000000000005930371700000001,inf,inf,0,inf
0.00000000000000598428417,inf,inf,0,inf
0.00000000000000603819664,inf,inf,0,inf
0.0000000000000060921091100000005,inf,inf,0,inf
0.00000000000000614602158,inf,inf,0,inf
0.0000000000000061999340500000006,inf,inf,0,inf
0.00000000000000625384652,inf,inf,0,inf
0.00000000000000630775899,inf,inf,0,inf
0.0000000000000063616714600000004,inf,inf,0,inf
0.00000000000000641558393,inf,inf,0,inf
0.0000000000000064694964000000006,inf,inf,0,inf
0.00000000000000652340887,inf,inf,0,inf
0.000000000000006577321340000001,inf,inf,0,inf
0.00000000000000663123381,inf,inf,0,inf
0.00000000000000668514628,inf,inf,0,inf
0.0000000000000067390587500000005,inf,inf,0,inf
0.00000000000000679297122,inf,inf,0,inf
0.000000000000006846883690000001,inf,inf,0,inf
0.00000000000000690079616,inf,inf,0,inf
0.00000000000000695470863,inf,inf,0,inf
0.0000000000000070086211000000005,inf,inf,0,inf
0.00000000000000706253357,inf,inf,0,inf
0.00000000000000711644604,inf,inf,0,inf
0.000000000000007170358510000001,inf,inf,0,inf
0.00000000000000722427098,inf,inf,0,inf
0.00000000000000727818345,inf,inf,0,inf
0.00000000000000733209592,inf,inf,0,inf
0.00000000000000738600839,inf,inf,0,inf
0.000000000000007439920860000001,inf,inf,0,inf
0.00000000000000749383333,inf,inf,0,inf
0.0000000000000075477458,inf,inf,0,inf
0.00000000000000760165827,inf,inf,0,inf
0.00000000000000765557074,inf,inf,0,inf
0.000000000000007709483210000001,inf,inf,0,inf
0.00000000000000776339568,inf,inf,0,inf
0.00000000000000781730815,inf,inf,0,inf
0.00000000000000787122062,inf,inf,0,inf
0.00000000000000792513309,inf,inf,0,inf
0.000000000000007979045560000001,inf,inf,0,inf
0.00000000000000803295803,inf,inf,0,inf
0.0000000000000080868705,inf,inf,0,inf
0.00000000000000814078297,inf,inf,0,inf
0.00000000000000819469544,inf,inf,0,inf
0.000000000000008248607910000001,inf,inf,0,inf
0.00000000000000830252038,inf,inf,0,inf
0.00000000000000835643285,inf,inf,0,inf
0.00000000000000841034532,inf,inf,0,inf
0.000000000000008464257790000001,inf,inf,0,inf
0.000000000000008518170260000001,inf,inf,0,inf
0.00000000000000857208273,inf,inf,0,inf
0.0000000000000086259952,inf,inf,0,inf
0.00000000000000867990767,inf,inf,0,inf
0.000000000000008733820140000001,inf,inf,0,inf
0.000000000000008787732610000001,inf,inf,0,inf
0.00000000000000884164508,inf,inf,0,inf
0.00000000000000889555755,inf,inf,0,inf
0.00000000000000894947002,inf,inf,0,inf
0.000000000000009003382490000001,inf,inf,0,inf
0.00000000000000905729496,inf,inf,0,inf
0.00000000000000911120743,inf,inf,0,inf
0.0000000000000091651199,inf,inf,0,inf
0.00000000000000921903237,inf,inf,0,inf
0.000000000000009272944840000001,inf,inf,0,inf
0.00000000000000932685731,inf,inf,0,inf
0.00000000000000938076978,inf,inf,0,inf
0.00000000000000943468225,inf,inf,0,inf
0.00000000000000948859472,inf,inf,0,inf
0.000000000000009542507190000001,inf,inf,0,inf
0.00000000000000959641966,inf,inf,0,inf
0.00000000000000965033213,inf,inf,0,inf
0.0000000000000097042446,inf,inf,0,inf
0.00000000000000975815707,inf,inf,0,inf
0.000000000000009812069540000001,inf,inf,0,inf
0.00000000000000986598201,inf,inf,0,inf
0.00000000000000991989448,inf,inf,0,inf
0.00000000000000997380695,inf,inf,0,inf
0.000000000000010027719420000001,inf,inf,0,inf
0.000000000000010081631890000001,inf,inf,0,inf
0.00000000000001013554436,inf,inf,0,inf
0.00000000000001018945683,inf,inf,0,inf
0.0000000000000102433693,inf,inf,0,inf
0.000000000000010297281770000001,inf,inf,0,inf
0.000000000000010351194240000001,inf,inf,0,inf
0.00000000000001040510671,inf,inf,0,inf
0.00000000000001045901918,inf,inf,0,inf
0.00000000000001051293165,inf,inf,0,inf
0.000000000000010566844120000001,inf,inf,0,inf
0.000000000000010620756590000001,inf,inf,0,inf
0.00000000000001067466906,inf,inf,0,inf
0.00000000000001072858153,inf,inf,0,inf
0.000000000000010782494,inf,inf,0,inf
0.000000000000010836406470000001,inf,inf,0,inf
0.000000000000010890318940000001,inf,inf,0,inf
0.00000000000001094423141,inf,inf,0,inf
0.00000000000001099814388,inf,inf,0,inf
0.00000000000001105205635,inf,inf,0,inf
0.000000000000011105968820000001,inf,inf,0,inf
0.00000000000001115988129,inf,inf,0,inf
0.00000000000001121379376,inf,inf,0,inf
0.00000000000001126770623,inf,inf,0,inf
0.0000000000000113216187,inf,inf,0,inf
0.000000000000011375531170000001,inf,inf,0,inf
0.00000000000001142944364,inf,inf,0,inf
0.00000000000001148335611,inf,inf,0,inf
0.00000000000001153726858,inf,inf,0,inf
0.000000000000011591181050000001,inf,inf,0,inf
0.000000000000011645093520000001,inf,inf,0,inf
0.00000000000001169900599,inf,inf,0,inf
0.00000000000001175291846,inf,inf,0,inf
0.00000000000001180683093,inf,inf,0,inf
0.000000000000011860743400000001,inf,inf,0,inf
0.000000000000011914655870000001,inf,inf,0,inf
0.00000000000001196856834,inf,inf,0,inf
0.00000000000001202248081,inf,inf,0,inf
0.00000000000001207639328,inf,inf,0,inf
0.000000000000012130305750000001,inf,inf,0,inf
0.000000000000012184218220000001,inf,inf,0,inf
0.00000000000001223813069,inf,inf,0,inf
0.00000000000001229204316,inf,inf,0,inf
0.00000000000001234595563,inf,inf,0,inf
0.000000000000012399868100000001,inf,inf,0,inf
0.000000000000012453780570000001,inf,inf,0,inf
0.00000000000001250769304,inf,inf,0,inf
0.00000000000001256160551,inf,inf,0,inf
0.00000000000001261551798,inf,inf,0,inf
0.000000000000012669430450000001,inf,inf,0,inf
0.000000000000012723342920000001,inf,inf,0,inf
0.00000000000001277725539,inf,inf,0,inf
0.00000000000001283116786,inf,inf,0,inf
0.00000000000001288508033,inf,inf,0,inf
0.000000000000012938992800000001,inf,inf,0,inf
0.000000000000012992905270000001,inf,inf,0,inf
0.00000000000001304681774,inf,inf,0,inf
0.00000000000001310073021,inf,inf,0,inf
0.000000000000013154642680000001,inf,inf,0,inf
0.000000000000013208555150000001,inf,inf,0,inf
0.00000000000001326246762,inf,inf,0,inf
0.00000000000001331638009,inf,inf,0,inf
0.00000000000001337029256,inf,inf,0,inf
0.000000000000013424205030000001,inf,inf,0,inf
0.000000000000013478117500000001,inf,inf,0,inf
0.00000000000001353202997,inf,inf,0,inf
0.00000000000001358594244,inf,inf,0,inf
0.00000000000001363985491,inf,inf,0,inf
0.000000000000013693767380000001,inf,inf,0,inf
0.000000000000013747679850000001,inf,inf,0,inf
0.00000000000001380159232,inf,inf,0,inf
0.00000000000001385550479,inf,inf,0,inf
0.00000000000001390941726,inf,inf,0,inf
0.000000000000013963329730000001,inf,inf,0,inf
0.000000000000014017242200000001,inf,inf,0,inf
0.00000000000001407115467,inf,inf,0,inf
0.00000000000001412506714,inf,inf,0,inf
0.00000000000001417897961,inf,inf,0,inf
0.00000000000001423289208,inf,inf,0,inf
0.00000000000001428680455,inf,inf,0,inf
0.000000000000014340717020000002,inf,inf,0,inf
0.00000000000001439462949,inf,inf,0,inf
0.00000000000001444854196,inf,inf,0,inf
0.00000000000001450245443,inf,inf,0,inf
0.0000000000000145563669,inf,inf,0,inf
0.000000000000014610279370000002,inf,inf,0,inf
0.00000000000001466419184,inf,inf,0,inf
0.00000000000001471810431,inf,inf,0,inf
0.00000000000001477201678,inf,inf,0,inf
0.00000000000001482592925,inf,inf,0,inf
0.000000000000014879841720000002,inf,inf,0,inf
0.00000000000001493375419,inf,inf,0,inf
0.00000000000001498766666,inf,inf,0,inf
0.00000000000001504157913,inf,inf,0,inf
0.0000000000000150954916,inf,inf,0,inf
0.000000000000015149404070000002,inf,inf,0,inf
0.00000000000001520331654,inf,inf,0,inf
0.00000000000001525722901,inf,inf,0,inf
0.00000000000001531114148,inf,inf,0,inf
0.00000000000001536505395,inf,inf,0,inf
0.000000000000015418966420000002,inf,inf,0,inf
0.00000000000001547287889,inf,inf,0,inf
0.00000000000001552679136,inf,inf,0,inf
0.00000000000001558070383,inf,inf,0,inf
0.0000000000000156346163,inf,inf,0,inf
0.000000000000015688528770000002,inf,inf,0,inf
0.00000000000001574244124,inf,inf,0,inf
0.00000000000001579635371,inf,inf,0,inf
0.00000000000001585026618,inf,inf,0,inf
0.00000000000001590417865,inf,inf,0,inf
0.000000000000015958091120000002,inf,inf,0,inf
0.00000000000001601200359,inf,inf,0,inf
0.00000000000001606591606,inf,inf,0,inf
0.00000000000001611982853,inf,inf,0,inf
0.000000000000016173741,inf,inf,0,inf
0.000000000000016227653470000002,inf,inf,0,inf
0.00000000000001628156594,inf,inf,0,inf
0.00000000000001633547841,inf,inf,0,inf
0.00000000000001638939088,inf,inf,0,inf
0.00000000000001644330335,inf,inf,0,inf
0.000000000000016497215820000002,inf,inf,0,inf
0.00000000000001655112829,inf,inf,0,inf
0.00000000000001660504076,inf,inf,0,inf
0.00000000000001665895323,inf,inf,0,inf
0.0000000000000167128657,inf,inf,0,inf
0.000000000000016766778170000002,inf,inf,0,inf
0.00000000000001682069064,inf,inf,0,inf
0.00000000000001687460311,inf,inf,0,inf
0.000000000000016928515580000002,inf,inf,0,inf
0.00000000000001698242805,inf,inf,0,inf
0.000000000000017036340520000002,inf,inf,0,inf
0.00000000000001709025299,inf,inf,0,inf
0.00000000000001714416546,inf,inf,0,inf
0.000000000000017198077930000002,inf,inf,0,inf
0.0000000000000172519904,inf,inf,0,inf
0.000000000000017305902870000002,inf,inf,0,inf
0.00000000000001735981534,inf,inf,0,inf
0.00000000000001741372781,inf,inf,0,inf
0.000000000000017467640280000002,inf,inf,0,inf
0.00000000000001752155275,inf,inf,0,inf
0.000000000000017575465220000002,inf,inf,0,inf
0.00000000000001762937769,inf,inf,0,inf
0.00000000000001768329016,inf,inf,0,inf
0.000000000000017737202630000002,inf,inf,0,inf
0.0000000000000177911151,inf,inf,0,inf
0.000000000000017845027570000002,inf,inf,0,inf
0.00000000000001789894004,inf,inf,0,inf
0.00000000000001795285251,inf,inf,0,inf
0.000000000000018006764980000002,inf,inf,0,inf
0.00000000000001806067745,inf,inf,0,inf
0.00000000000001811458992,inf,inf,0,inf
0.00000000000001816850239,inf,inf,0,inf
0.00000000000001822241486,inf,inf,0,inf
0.000000000000018276327330000002,inf,inf,0,inf
0.0000000000000183302398,inf,inf,0,inf
0.00000000000001838415227,inf,inf,0,inf
0.00000000000001843806474,inf,inf,0,inf
0.00000000000001849197721,inf,inf,0,inf
0.000000000000018545889680000002,inf,inf,0,inf
0.00000000000001859980215,inf,inf,0,inf
0.00000000000001865371462,inf,inf,0,inf
0.00000000000001870762709,inf,inf,0,inf
0.00000000000001876153956,inf,inf,0,inf
0.000000000000018815452030000002,inf,inf,0,inf
0.0000000000000188693645,inf,inf,0,inf
0.00000000000001892327697,inf,inf,0,inf
0.00000000000001897718944,inf,inf,0,inf
0.00000000000001903110191,inf,inf,0,inf
0.000000000000019085014380000002,inf,inf,0,inf
0.00000000000001913892685,inf,inf,0,inf
0.00000000000001919283932,inf,inf,0,inf
0.00000000000001924675179,inf,inf,0,inf
0.00000000000001930066426,inf,inf,0,inf
0.000000000000019354576730000002,inf,inf,0,inf
0.0000000000000194084892,inf,inf,0,inf
0.00000000000001946240167,inf,inf,0,inf
0.00000000000001951631414,inf,inf,0,inf
0.00000000000001957022661,inf,inf,0,inf
0.000000000000019624139080000002,inf,inf,0,inf
0.00000000000001967805155,inf,inf,0,inf
0.00000000000001973196402,inf,inf,0,inf
0.00000000000001978587649,inf,inf,0,inf
0.00000000000001983978896,inf,inf,0,inf
0.000000000000019893701430000002,inf,inf,0,inf
0.0000000000000199476139,inf,inf,0,inf
0.00000000000002000152637,inf,inf,0,inf
0.000000000000020055438840000003,inf,inf,0,inf
0.00000000000002010935131,inf,inf,0,inf
0.000000000000020163263780000002,inf,inf,0,inf
0.00000000000002021717625,inf,inf,0,inf
0.00000000000002027108872,inf,inf,0,inf
0.000000000000020325001190000002,inf,inf,0,inf
0.00000000000002037891366,inf,inf,0,inf
0.000000000000020432826130000002,inf,inf,0,inf
0.0000000000000204867386,inf,inf,0,inf
0.00000000000002054065107,inf,inf,0,inf
0.000000000000020594563540000002,inf,inf,0,inf
0.00000000000002064847601,inf,inf,0,inf
0.000000000000020702388480000002,inf,inf,0,inf
0.00000000000002075630095,inf,inf,0,inf
0.00000000000002081021342,inf,inf,0,inf
0.000000000000020864125890000002,inf,inf,0,inf
0.00000000000002091803836,inf,inf,0,inf
0.000000000000020971950830000002,inf,inf,0,inf
0.0000000000000210258633,inf,inf,0,inf
0.00000000000002107977577,inf,inf,0,inf
0.000000000000021133688240000002,inf,inf,0,inf
0.00000000000002118760071,inf,inf,0,inf
0.000000000000021241513180000002,inf,inf,0,inf
0.00000000000002129542565,inf,inf,0,inf
0.00000000000002134933812,inf,inf,0,inf
0.000000000000021403250590000002,inf,inf,0,inf
0.00000000000002145716306,inf,inf,0,inf
0.000000000000021511075530000002,inf,inf,0,inf
0.000000000000021564988,inf,inf,0,inf
0.00000000000002161890047,inf,inf,0,inf
0.000000000000021672812940000002,inf,inf,0,inf
0.00000000000002172672541,inf,inf,0,inf
0.000000000000021780637880000002,inf,inf,0,inf
0.00000000000002183455035,inf,inf,0,inf
0.00000000000002188846282,inf,inf,0,inf
0.000000000000021942375290000002,inf,inf,0,inf
0.00000000000002199628776,inf,inf,0,inf
0.00000000000002205020023,inf,inf,0,inf
0.0000000000000221041127,inf,inf,0,inf
0.00000000000002215802517,inf,inf,0,inf
0.000000000000022211937640000002,inf,inf,0,inf
0.00000000000002226585011,inf,inf,0,inf
0.00000000000002231976258,inf,inf,0,inf
0.00000000000002237367505,inf,inf,0,inf
0.00000000000002242758752,inf,inf,0,inf
0.000000000000022481499990000002,inf,inf,0,inf
0.00000000000002253541246,inf,inf,0,inf
0.00000000000002258932493,inf,inf,0,inf
0.0000000000000226432374,inf,inf,0,inf
0.00000000000002269714987,inf,inf,0,inf
0.000000000000022751062340000002,inf,inf,0,inf
0.00000000000002280497481,inf,inf,0,inf
0.00000000000002285888728,inf,inf,0,inf
0.00000000000002291279975,inf,inf,0,inf
0.00000000000002296671222,inf,inf,0,inf
0.000000000000023020624690000002,inf,inf,0,inf
0.00000000000002307453716,inf,inf,0,inf
0.00000000000002312844963,inf,inf,0,inf
0.000000000000023182362100000003,inf,inf,0,inf
0.00000000000002323627457,inf,inf,0,inf
0.000000000000023290187040000002,inf,inf,0,inf
0.00000000000002334409951,inf,inf,0,inf
0.00000000000002339801198,inf,inf,0,inf
0.000000000000023451924450000003,inf,inf,0,inf
0.00000000000002350583692,inf,inf,0,inf
0.000000000000023559749390000002,inf,inf,0,inf
0.00000000000002361366186,inf,inf,0,inf
0.00000000000002366757433,inf,inf,0,inf
0.000000000000023721486800000003,inf,inf,0,inf
0.00000000000002377539927,inf,inf,0,inf
0.000000000000023829311740000002,inf,inf,0,inf
0.00000000000002388322421,inf,inf,0,inf
0.00000000000002393713668,inf,inf,0,inf
0.000000000000023991049150000003,inf,inf,0,inf
0.00000000000002404496162,inf,inf,0,inf
0.000000000000024098874090000002,inf,inf,0,inf
0.00000000000002415278656,inf,inf,0,inf
0.00000000000002420669903,inf,inf,0,inf
0.000000000000024260611500000002,inf,inf,0,inf
0.00000000000002431452397,inf,inf,0,inf
0.000000000000024368436440000002,inf,inf,0,inf
0.00000000000002442234891,inf,inf,0,inf
0.00000000000002447626138,inf,inf,0,inf
0.000000000000024530173850000002,inf,inf,0,inf
0.00000000000002458408632,inf,inf,0,inf
0.000000000000024637998790000002,inf,inf,0,inf
0.00000000000002469191126,inf,inf,0,inf
0.00000000000002474582373,inf,inf,0,inf
0.000000000000024799736200000002,inf,inf,0,inf
0.00000000000002485364867,inf,inf,0,inf
0.000000000000024907561140000002,inf,inf,0,inf
0.00000000000002496147361,inf,inf,0,inf
0.00000000000002501538608,inf,inf,0,inf
0.000000000000025069298550000002,inf,inf,0,inf
0.00000000000002512321102,inf,inf,0,inf
0.000000000000025177123490000002,inf,inf,0,inf
0.00000000000002523103596,inf,inf,0,inf
0.00000000000002528494843,inf,inf,0,inf
0.000000000000025338860900000002,inf,inf,0,inf
0.00000000000002539277337,inf,inf,0,inf
0.000000000000025446685840000002,inf,inf,0,inf
0.00000000000002550059831,inf,inf,0,inf
0.00000000000002555451078,inf,inf,0,inf
0.000000000000025608423250000002,inf,inf,0,inf
0.00000000000002566233572,inf,inf,0,inf
0.000000000000025716248190000002,inf,inf,0,inf
0.00000000000002577016066,inf,inf,0,inf
0.00000000000002582407313,inf,inf,0,inf
0.000000000000025877985600000002,inf,inf,0,inf
0.00000000000002593189807,inf,inf,0,inf
0.000000000000025985810540000002,inf,inf,0,inf
0.00000000000002603972301,inf,inf,0,inf
0.00000000000002609363548,inf,inf,0,inf
0.000000000000026147547950000002,inf,inf,0,inf
0.00000000000002620146042,inf,inf,0,inf
0.00000000000002625537289,inf,inf,0,inf
0.000000000000026309285360000003,inf,inf,0,inf
0.00000000000002636319783,inf,inf,0,inf
0.000000000000026417110300000002,inf,inf,0,inf
0.00000000000002647102277,inf,inf,0,inf
0.00000000000002652493524,inf,inf,0,inf
0.000000000000026578847710000003,inf,inf,0,inf
0.00000000000002663276018,inf,inf,0,inf
0.000000000000026686672650000002,inf,inf,0,inf
0.00000000000002674058512,inf,inf,0,inf
0.00000000000002679449759,inf,inf,0,inf
0.000000000000026848410060000003,inf,inf,0,inf
0.00000000000002690232253,inf,inf,0,inf
0.000000000000026956235000000002,inf,inf,0,inf
0.00000000000002701014747,inf,inf,0,inf
0.00000000000002706405994,inf,inf,0,inf
0.000000000000027117972410000003,inf,inf,0,inf
0.00000000000002717188488,inf,inf,0,inf
0.000000000000027225797350000002,inf,inf,0,inf
0.00000000000002727970982,inf,inf,0,inf
0.00000000000002733362229,inf,inf,0,inf
0.000000000000027387534760000003,inf,inf,0,inf
0.00000000000002744144723,inf,inf,0,inf
0.000000000000027495359700000002,inf,inf,0,inf
0.00000000000002754927217,inf,inf,0,inf
0.00000000000002760318464,inf,inf,0,inf
0.000000000000027657097110000003,inf,inf,0,inf
0.00000000000002771100958,inf,inf,0,inf
0.000000000000027764922050000002,inf,inf,0,inf
0.00000000000002781883452,inf,inf,0,inf
0.00000000000002787274699,inf,inf,0,inf
0.000000000000027926659460000003,inf,inf,0,inf
0.00000000000002798057193,inf,inf,0,inf
0.000000000000028034484400000002,inf,inf,0,inf
0.00000000000002808839687,inf,inf,0,inf
0.00000000000002814230934,inf,inf,0,inf
0.000000000000028196221810000003,inf,inf,0,inf
0.00000000000002825013428,inf,inf,0,inf
