time(s),avg_photon_density,avg_axion_density,avg_neutrino_density
0,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000000122,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000000244,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000000366,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000000488,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.000000000000000061,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000000732,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.00000000000000008539999999999999,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000000976,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000001098,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.000000000000000122,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000001342,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000001464,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000001586,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.00000000000000017079999999999998,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.000000000000000183,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000001952,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000002074,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000002196,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000002318,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.000000000000000244,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000002562,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000002684,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000002806,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000002928,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.000000000000000305,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000003172,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000003294,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.00000000000000034159999999999997,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000003538,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.000000000000000366,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000003782,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000003904,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.00000000000000040259999999999997,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000004148,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.000000000000000427,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000004392,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000004514,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000004636,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000004758,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.000000000000000488,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000005002,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000005124,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000005246,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000005368,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000005489999999999999,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000005612,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000005734,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000005856,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000005978,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.00000000000000061,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000006222,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000006344,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000006466,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000006588,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.000000000000000671,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000006831999999999999,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000006954,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000007076,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000007198,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.000000000000000732,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000007441999999999999,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000007564,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000007686,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000007808,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.000000000000000793,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.00000000000000080519999999999995,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000008174,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000008296,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000008418,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.000000000000000854,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000008662,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000008784,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000008906,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000009028,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.000000000000000915,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000009272,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000009394,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000009516,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000009638,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.000000000000000976,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000009882,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000010004,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000010126,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000010248,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000010369999999999999,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000010492,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000010614,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000010736,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000010858,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000010979999999999999,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000011102,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000011224,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000011346,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000011468,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000011589999999999999,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000011712,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000011834,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000011956,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
0.0000000000000012078,100000000000000320000000000000000000000,99999999999999660000000000000000,100000000000000860000000000000000000
