time(s),avg_photon_density,avg_axion_density,avg_neutrino_density,avg_energy_density
0.00000000000006343999999999999,inf,inf,0,inf
0.00000000000006466,inf,inf,0,inf
0.00000000000006587999999999999,inf,inf,0,inf
0.0000000000000671,inf,inf,0,inf
0.00000000000006831999999999999,inf,inf,0,inf
0.00000000000006954,inf,inf,0,inf
0.00000000000007075999999999999,inf,inf,0,inf
0.00000000000007198,inf,inf,0,inf
0.00000000000007319999999999999,inf,inf,0,inf
0.00000000000007442,inf,inf,0,inf
0.00000000000007564,inf,inf,0,inf
0.00000000000007686,inf,inf,0,inf
0.00000000000007808,inf,inf,0,inf
0.00000000000007929999999999999,inf,inf,0,inf
0.00000000000008052,inf,inf,0,inf
0.00000000000008173999999999999,inf,inf,0,inf
0.00000000000008296,inf,inf,0,inf
0.00000000000008417999999999999,inf,inf,0,inf
0.0000000000000854,inf,inf,0,inf
0.00000000000008661999999999999,inf,inf,0,inf
0.00000000000008784,inf,inf,0,inf
0.00000000000008905999999999999,inf,inf,0,inf
0.00000000000009028,inf,inf,0,inf
0.00000000000009149999999999999,inf,inf,0,inf
0.00000000000009272,inf,inf,0,inf
0.00000000000009393999999999999,inf,inf,0,inf
0.00000000000009516,inf,inf,0,inf
0.00000000000009637999999999999,inf,inf,0,inf
0.0000000000000976,inf,inf,0,inf
0.00000000000009881999999999999,inf,inf,0,inf
0.00000000000010004,inf,inf,0,inf
0.00000000000010125999999999999,inf,inf,0,inf
0.00000000000010248,inf,inf,0,inf
0.00000000000010369999999999999,inf,inf,0,inf
0.00000000000010492,inf,inf,0,inf
0.00000000000010613999999999999,inf,inf,0,inf
0.00000000000010736,inf,inf,0,inf
0.00000000000010857999999999999,inf,inf,0,inf
0.0000000000001098,inf,inf,0,inf
0.00000000000011101999999999999,inf,inf,0,inf
0.00000000000011224,inf,inf,0,inf
0.00000000000011345999999999999,inf,inf,0,inf
0.00000000000011468,inf,inf,0,inf
0.0000000000001159,inf,inf,0,inf
0.00000000000011711999999999998,inf,inf,0,inf
0.00000000000011833999999999998,inf,inf,0,inf
0.00000000000011956,inf,inf,0,inf
0.00000000000012078,inf,inf,0,inf
