time(s),radius(cm),n_photon(cm^-3),n_pairs(cm^-3),n_W,n_Z,n_H
10197,315910000000000,1496054928361664300,2087951697429180300000000000000000000,0,0,0
10198,315940000000000,1495486779274270000,2087951697429225000000000000000000000,0,0,0
10199,315970000000000,1494918899865094000,2087951697429269400000000000000000000,0,0,0
10200,316000000000000,1494351289980542700,2087951697429314000000000000000000000,0,0,0
10201,316030000000000,1493783949467126500,2087951697429358600000000000000000000,0,0,0
10202,316060000000000,1493216878171456800,2087951697429403200000000000000000000,0,0,0
10203,316090000000000,1492650075940248300,2087951697429447700000000000000000000,0,0,0
10204,316120000000000,1492083542620316200,2087951697429492300000000000000000000,0,0,0
10205,316150000000000,1491517278058576400,2087951697429536600000000000000000000,0,0,0
10206,316180000000000,1490951282102048300,2087951697429580800000000000000000000,0,0,0
10207,316210000000000,1490385554597853000,2087951697429625000000000000000000000,0,0,0
10208,316240000000000,1489820095393211100,2087951697429669400000000000000000000,0,0,0
10209,316270000000000,1489254904335447300,2087951697429713600000000000000000000,0,0,0
10210,316300000000000,1488689981271985000,2087951697429758000000000000000000000,0,0,0
10211,316330000000000,1488125326050351000,2087951697429802200000000000000000000,0,0,0
10212,316360000000000,1487560938518172400,2087951697429846500000000000000000000,0,0,0
10213,316390000000000,1486996818523177500,2087951697429890700000000000000000000,0,0,0
10214,316420000000000,1486432965913195500,2087951697429934700000000000000000000,0,0,0
10215,316450000000000,1485869380536157200,2087951697429978700000000000000000000,0,0,0
10216,316480000000000,1485306062240092700,2087951697430022700000000000000000000,0,0,0
10217,316510000000000,1484743010873134600,2087951697430066600000000000000000000,0,0,0
10218,316540000000000,1484180226283515100,2087951697430110600000000000000000000,0,0,0
10219,316570000000000,1483617708319568600,2087951697430154600000000000000000000,0,0,0
10220,316600000000000,1483055456829728300,2087951697430198600000000000000000000,0,0,0
10221,316630000000000,1482493471662529800,2087951697430242600000000000000000000,0,0,0
10222,316660000000000,1481931752666606600,2087951697430286200000000000000000000,0,0,0
10223,316690000000000,1481370299690695200,2087951697430330000000000000000000000,0,0,0
10224,316720000000000,1480809112583630300,2087951697430373600000000000000000000,0,0,0
10225,316750000000000,1480248191194347800,2087951697430417300000000000000000000,0,0,0
10226,316780000000000,1479687535371883300,2087951697430461000000000000000000000,0,0,0
10227,316810000000000,1479127144965374500,2087951697430504600000000000000000000,0,0,0
10228,316840000000000,1478567019824055000,2087951697430548300000000000000000000,0,0,0
10229,316870000000000,1478007159797262800,2087951697430592000000000000000000000,0,0,0
10230,316900000000000,1477447564734430700,2087951697430635700000000000000000000,0,0,0
10231,316930000000000,1476888234485097000,2087951697430679000000000000000000000,0,0,0
10232,316960000000000,1476329168898895400,2087951697430722500000000000000000000,0,0,0
10233,316990000000000,1475770367825560600,2087951697430765800000000000000000000,0,0,0
10234,317020000000000,1475211831114928000,2087951697430809200000000000000000000,0,0,0
10235,317050000000000,1474653558616929800,2087951697430852600000000000000000000,0,0,0
10236,317080000000000,1474095550181599700,2087951697430896000000000000000000000,0,0,0
10237,317110000000000,1473537805659069700,2087951697430939400000000000000000000,0,0,0
10238,317140000000000,1472980324899571200,2087951697430982800000000000000000000,0,0,0
10239,317170000000000,1472423107753435000,2087951697431026200000000000000000000,0,0,0
10240,317200000000000,1471866154071092500,2087951697431069300000000000000000000,0,0,0
10241,317230000000000,1471309463703070200,2087951697431112400000000000000000000,0,0,0
10242,317260000000000,1470753036499996700,2087951697431155400000000000000000000,0,0,0
10243,317290000000000,1470196872312598300,2087951697431198500000000000000000000,0,0,0
10244,317320000000000,1469640970991702000,2087951697431241600000000000000000000,0,0,0
10245,317350000000000,1469085332388229400,2087951697431284700000000000000000000,0,0,0
10246,317380000000000,1468529956353203700,2087951697431327800000000000000000000,0,0,0
10247,317410000000000,1467974842737747000,2087951697431371000000000000000000000,0,0,0
10248,317440000000000,1467419991393078300,2087951697431414000000000000000000000,0,0,0
10249,317470000000000,1466865402170517000,2087951697431456800000000000000000000,0,0,0
10250,317500000000000,1466311074921476600,2087951697431499600000000000000000000,0,0,0
10251,317530000000000,1465757009497474300,2087951697431542400000000000000000000,0,0,0
10252,317560000000000,1465203205750123000,2087951697431585200000000000000000000,0,0,0
10253,317590000000000,1464649663531132200,2087951697431628000000000000000000000,0,0,0
10254,317620000000000,1464096382692311600,2087951697431670800000000000000000000,0,0,0
10255,317650000000000,1463543363085568800,2087951697431713600000000000000000000,0,0,0
10256,317680000000000,1462990604562906600,2087951697431756400000000000000000000,0,0,0
10257,317710000000000,1462438106976429300,2087951697431799200000000000000000000,0,0,0
10258,317740000000000,1461885870178337800,2087951697431842000000000000000000000,0,0,0
10259,317770000000000,1461333894020927500,2087951697431884500000000000000000000,0,0,0
10260,317800000000000,1460782178356595500,2087951697431927000000000000000000000,0,0,0
10261,317830000000000,1460230723037836000,2087951697431969500000000000000000000,0,0,0
10262,317860000000000,1459679527917238500,2087951697432012000000000000000000000,0,0,0
10263,317890000000000,1459128592847491000,2087951697432054500000000000000000000,0,0,0
10264,317920000000000,1458577917681378600,2087951697432097000000000000000000000,0,0,0
10265,317950000000000,1458027502271784200,2087951697432139500000000000000000000,0,0,0
10266,317980000000000,1457477346471686100,2087951697432182000000000000000000000,0,0,0
10267,318010000000000,1456927450134162400,2087951697432224500000000000000000000,0,0,0
10268,318040000000000,1456377813112385500,2087951697432266700000000000000000000,0,0,0
10269,318070000000000,1455828435259626800,2087951697432309000000000000000000000,0,0,0
10270,318100000000000,1455279316429254400,2087951697432351000000000000000000000,0,0,0
10271,318130000000000,1454730456474730800,2087951697432393300000000000000000000,0,0,0
10272,318160000000000,1454181855249617700,2087951697432435500000000000000000000,0,0,0
10273,318190000000000,1453633512607572700,2087951697432477700000000000000000000,0,0,0
10274,318220000000000,1453085428402349300,2087951697432520000000000000000000000,0,0,0
10275,318250000000000,1452537602487799600,2087951697432562000000000000000000000,0,0,0
10276,318280000000000,1451990034717869800,2087951697432604300000000000000000000,0,0,0
10277,318310000000000,1451442724946603300,2087951697432646200000000000000000000,0,0,0
10278,318340000000000,1450895673028139000,2087951697432688000000000000000000000,0,0,0
10279,318370000000000,1450348878816712700,2087951697432730000000000000000000000,0,0,0
10280,318400000000000,1449802342166657000,2087951697432772000000000000000000000,0,0,0
10281,318430000000000,1449256062932401700,2087951697432814000000000000000000000,0,0,0
10282,318460000000000,1448710040968466700,2087951697432855800000000000000000000,0,0,0
10283,318490000000000,1448164276129475300,2087951697432897700000000000000000000,0,0,0
10284,318520000000000,1447618768270140200,2087951697432939600000000000000000000,0,0,0
10285,318550000000000,1447073517245276000,2087951697432981500000000000000000000,0,0,0
10286,318580000000000,1446528522909788700,2087951697433023000000000000000000000,0,0,0
10287,318610000000000,1445983785118680300,2087951697433064800000000000000000000,0,0,0
10288,318640000000000,1445439303727048700,2087951697433106400000000000000000000,0,0,0
10289,318670000000000,1444895078590090000,2087951697433148000000000000000000000,0,0,0
10290,318700000000000,1444351109563091500,2087951697433189600000000000000000000,0,0,0
10291,318730000000000,1443807396501439500,2087951697433231200000000000000000000,0,0,0
10292,318760000000000,1443263939260612000,2087951697433272800000000000000000000,0,0,0
10293,318790000000000,1442720737696183600,2087951697433314500000000000000000000,0,0,0
10294,318820000000000,1442177791663827700,2087951697433356000000000000000000000,0,0,0
10295,318850000000000,1441635101019305000,2087951697433397700000000000000000000,0,0,0
10296,318880000000000,1441092665618478800,2087951697433439000000000000000000000,0,0,0
10297,318910000000000,1440550485317303600,2087951697433480300000000000000000000,0,0,0
10298,318940000000000,1440008559971828200,2087951697433521600000000000000000000,0,0,0
10299,318970000000000,1439466889438198000,2087951697433563000000000000000000000,0,0,0
10300,319000000000000,1438925473572651300,2087951697433604300000000000000000000,0,0,0
10301,319030000000000,1438384312231523800,2087951697433645600000000000000000000,0,0,0
10302,319060000000000,1437843405271243500,2087951697433687000000000000000000000,0,0,0
10303,319090000000000,1437302752548331800,2087951697433728200000000000000000000,0,0,0
10304,319120000000000,1436762353919407600,2087951697433769600000000000000000000,0,0,0
10305,319150000000000,1436222209241181200,2087951697433810600000000000000000000,0,0,0
10306,319180000000000,1435682318370460700,2087951697433851600000000000000000000,0,0,0
10307,319210000000000,1435142681164143900,2087951697433892600000000000000000000,0,0,0
10308,319240000000000,1434603297479227400,2087951697433933700000000000000000000,0,0,0
10309,319270000000000,1434064167172796400,2087951697433974700000000000000000000,0,0,0
10310,319300000000000,1433525290102037000,2087951697434015700000000000000000000,0,0,0
10311,319330000000000,1432986666124221200,2087951697434056700000000000000000000,0,0,0
10312,319360000000000,1432448295096722000,2087951697434097800000000000000000000,0,0,0
10313,319390000000000,1431910176877003300,2087951697434138800000000000000000000,0,0,0
10314,319420000000000,1431372311322621400,2087951697434179800000000000000000000,0,0,0
10315,319450000000000,1430834698291226400,2087951697434220600000000000000000000,0,0,0
10316,319480000000000,1430297337640565200,2087951697434261300000000000000000000,0,0,0
10317,319510000000000,1429760229228474000,2087951697434302000000000000000000000,0,0,0
10318,319540000000000,1429223372912886800,2087951697434342700000000000000000000,0,0,0
10319,319570000000000,1428686768551825400,2087951697434383500000000000000000000,0,0,0
10320,319600000000000,1428150416003410400,2087951697434424200000000000000000000,0,0,0
10321,319630000000000,1427614315125852200,2087951697434465000000000000000000000,0,0,0
10322,319660000000000,1427078465777455400,2087951697434505700000000000000000000,0,0,0
10323,319690000000000,1426542867816618800,2087951697434546400000000000000000000,0,0,0
10324,319720000000000,1426007521101830400,2087951697434587000000000000000000000,0,0,0
10325,319750000000000,1425472425491674600,2087951697434627600000000000000000000,0,0,0
10326,319780000000000,1424937580844829200,2087951697434668000000000000000000000,0,0,0
10327,319810000000000,1424402987020064000,2087951697434708400000000000000000000,0,0,0
10328,319840000000000,1423868643876237600,2087951697434749000000000000000000000,0,0,0
10329,319870000000000,1423334551272306000,2087951697434789300000000000000000000,0,0,0
10330,319900000000000,1422800709067316500,2087951697434829700000000000000000000,0,0,0
10331,319930000000000,1422267117120409300,2087951697434870200000000000000000000,0,0,0
10332,319960000000000,1421733775290816500,2087951697434910600000000000000000000,0,0,0
10333,319990000000000,1421200683437859800,2087951697434951000000000000000000000,0,0,0
10334,320020000000000,1420667841420959700,2087951697434991200000000000000000000,0,0,0
10335,320050000000000,1420135249099623000,2087951697435031300000000000000000000,0,0,0
10336,320080000000000,1419602906333451000,2087951697435071500000000000000000000,0,0,0
10337,320110000000000,1419070812982137000,2087951697435111600000000000000000000,0,0,0
10338,320140000000000,1418538968905466000,2087951697435151700000000000000000000,0,0,0
10339,320170000000000,1418007373963315700,2087951697435192000000000000000000000,0,0,0
10340,320200000000000,1417476028015655000,2087951697435232000000000000000000000,0,0,0
10341,320230000000000,1416944930922544000,2087951697435272200000000000000000000,0,0,0
10342,320260000000000,1416414082544136700,2087951697435312300000000000000000000,0,0,0
10343,320290000000000,1415883482740676000,2087951697435352400000000000000000000,0,0,0
10344,320320000000000,1415353131372499200,2087951697435392300000000000000000000,0,0,0
10345,320350000000000,1414823028300032000,2087951697435432000000000000000000000,0,0,0
10346,320380000000000,1414293173383795200,2087951697435472000000000000000000000,0,0,0
10347,320410000000000,1413763566484397000,2087951697435511800000000000000000000,0,0,0
10348,320440000000000,1413234207462540800,2087951697435551700000000000000000000,0,0,0
10349,320470000000000,1412705096179019300,2087951697435591500000000000000000000,0,0,0
10350,320500000000000,1412176232494716000,2087951697435631400000000000000000000,0,0,0
10351,320530000000000,1411647616270606000,2087951697435671200000000000000000000,0,0,0
10352,320560000000000,1411119247367757000,2087951697435711000000000000000000000,0,0,0
10353,320590000000000,1410591125647324400,2087951697435751000000000000000000000,0,0,0
10354,320620000000000,1410063250970557700,2087951697435790400000000000000000000,0,0,0
10355,320650000000000,1409535623198796000,2087951697435830000000000000000000000,0,0,0
10356,320680000000000,1409008242193468200,2087951697435869500000000000000000000,0,0,0
10357,320710000000000,1408481107816096300,2087951697435909000000000000000000000,0,0,0
10358,320740000000000,1407954219928290800,2087951697435948600000000000000000000,0,0,0
10359,320770000000000,1407427578391753000,2087951697435988200000000000000000000,0,0,0
10360,320800000000000,1406901183068276500,2087951697436027700000000000000000000,0,0,0
10361,320830000000000,1406375033819742700,2087951697436067300000000000000000000,0,0,0
10362,320860000000000,1405849130508126000,2087951697436106800000000000000000000,0,0,0
10363,320890000000000,1405323472995489500,2087951697436146400000000000000000000,0,0,0
10364,320920000000000,1404798061143987200,2087951697436185600000000000000000000,0,0,0
10365,320950000000000,1404272894815862000,2087951697436225000000000000000000000,0,0,0
10366,320980000000000,1403747973873449500,2087951697436264200000000000000000000,0,0,0
10367,321010000000000,1403223298179173400,2087951697436303400000000000000000000,0,0,0
10368,321040000000000,1402698867595547000,2087951697436342700000000000000000000,0,0,0
10369,321070000000000,1402174681985174300,2087951697436382000000000000000000000,0,0,0
10370,321100000000000,1401650741210750000,2087951697436421200000000000000000000,0,0,0
10371,321130000000000,1401127045135057400,2087951697436460400000000000000000000,0,0,0
10372,321160000000000,1400603593620970200,2087951697436499700000000000000000000,0,0,0
10373,321190000000000,1400080386531450400,2087951697436539000000000000000000000,0,0,0
10374,321220000000000,1399557423729551000,2087951697436578000000000000000000000,0,0,0
10375,321250000000000,1399034705078414600,2087951697436617000000000000000000000,0,0,0
10376,321280000000000,1398512230441272000,2087951697436655800000000000000000000,0,0,0
10377,321310000000000,1397989999681444600,2087951697436694800000000000000000000,0,0,0
10378,321340000000000,1397468012662342100,2087951697436733700000000000000000000,0,0,0
10379,321370000000000,1396946269247464700,2087951697436772700000000000000000000,0,0,0
10380,321400000000000,1396424769300399900,2087951697436811700000000000000000000,0,0,0
10381,321430000000000,1395903512684825600,2087951697436850600000000000000000000,0,0,0
10382,321460000000000,1395382499264510000,2087951697436889600000000000000000000,0,0,0
10383,321490000000000,1394861728903307300,2087951697436928500000000000000000000,0,0,0
10384,321520000000000,1394341201465162500,2087951697436967200000000000000000000,0,0,0
10385,321550000000000,1393820916814109700,2087951697437006000000000000000000000,0,0,0
10386,321580000000000,1393300874814270000,2087951697437044500000000000000000000,0,0,0
10387,321610000000000,1392781075329855500,2087951697437083200000000000000000000,0,0,0
10388,321640000000000,1392261518225165600,2087951697437122000000000000000000000,0,0,0
10389,321670000000000,1391742203364588000,2087951697437160500000000000000000000,0,0,0
10390,321700000000000,1391223130612599600,2087951697437199200000000000000000000,0,0,0
10391,321730000000000,1390704299833766100,2087951697437237900000000000000000000,0,0,0
10392,321760000000000,1390185710892740400,2087951697437276500000000000000000000,0,0,0
10393,321790000000000,1389667363654264600,2087951697437315200000000000000000000,0,0,0
10394,321820000000000,1389149257983168800,2087951697437353600000000000000000000,0,0,0
10395,321850000000000,1388631393744371200,2087951697437392000000000000000000000,0,0,0
10396,321880000000000,1388113770802878000,2087951697437430300000000000000000000,0,0,0
10397,321910000000000,1387596389023784400,2087951697437468700000000000000000000,0,0,0
10398,321940000000000,1387079248272272100,2087951697437507000000000000000000000,0,0,0
10399,321970000000000,1386562348413612000,2087951697437545400000000000000000000,0,0,0
10400,322000000000000,1386045689313161700,2087951697437583800000000000000000000,0,0,0
10401,322030000000000,1385529270836367600,2087951697437622000000000000000000000,0,0,0
10402,322060000000000,1385013092848764200,2087951697437660500000000000000000000,0,0,0
10403,322090000000000,1384497155215971300,2087951697437699000000000000000000000,0,0,0
10404,322120000000000,1383981457803698400,2087951697437737200000000000000000000,0,0,0
10405,322150000000000,1383466000477743000,2087951697437775300000000000000000000,0,0,0
10406,322180000000000,1382950783103987700,2087951697437813400000000000000000000,0,0,0
10407,322210000000000,1382435805548405200,2087951697437851500000000000000000000,0,0,0
10408,322240000000000,1381921067677053200,2087951697437889500000000000000000000,0,0,0
10409,322270000000000,1381406569356078000,2087951697437927600000000000000000000,0,0,0
10410,322300000000000,1380892310451713000,2087951697437965700000000000000000000,0,0,0
10411,322330000000000,1380378290830277400,2087951697438003800000000000000000000,0,0,0
10412,322360000000000,1379864510358180600,2087951697438041800000000000000000000,0,0,0
10413,322390000000000,1379350968901915400,2087951697438080000000000000000000000,0,0,0
10414,322420000000000,1378837666328063500,2087951697438118000000000000000000000,0,0,0
10415,322450000000000,1378324602503293400,2087951697438155800000000000000000000,0,0,0
10416,322480000000000,1377811777294360000,2087951697438193500000000000000000000,0,0,0
10417,322510000000000,1377299190568105000,2087951697438231300000000000000000000,0,0,0
10418,322540000000000,1376786842191457000,2087951697438269000000000000000000000,0,0,0
10419,322570000000000,1376274732031430700,2087951697438307000000000000000000000,0,0,0
10420,322600000000000,1375762859955128000,2087951697438344700000000000000000000,0,0,0
10421,322630000000000,1375251225829737200,2087951697438382400000000000000000000,0,0,0
10422,322660000000000,1374739829522532900,2087951697438420200000000000000000000,0,0,0
10423,322690000000000,1374228670900875300,2087951697438458000000000000000000000,0,0,0
10424,322720000000000,1373717749832212700,2087951697438495800000000000000000000,0,0,0
10425,322750000000000,1373207066184077800,2087951697438533600000000000000000000,0,0,0
10426,322780000000000,1372696619824090400,2087951697438571000000000000000000000,0,0,0
10427,322810000000000,1372186410619956000,2087951697438608500000000000000000000,0,0,0
10428,322840000000000,1371676438439467000,2087951697438646000000000000000000000,0,0,0
10429,322870000000000,1371166703150500600,2087951697438683500000000000000000000,0,0,0
10430,322900000000000,1370657204621020700,2087951697438721000000000000000000000,0,0,0
10431,322930000000000,1370147942719077000,2087951697438758500000000000000000000,0,0,0
10432,322960000000000,1369638917312804000,2087951697438796000000000000000000000,0,0,0
10433,322990000000000,1369130128270424600,2087951697438833400000000000000000000,0,0,0
10434,323020000000000,1368621575460243000,2087951697438871000000000000000000000,0,0,0
10435,323050000000000,1368113258750653400,2087951697438908400000000000000000000,0,0,0
10436,323080000000000,1367605178010132500,2087951697438945600000000000000000000,0,0,0
10437,323110000000000,1367097333107243300,2087951697438982800000000000000000000,0,0,0
10438,323140000000000,1366589723910636500,2087951697439020000000000000000000000,0,0,0
10439,323170000000000,1366082350289044200,2087951697439057000000000000000000000,0,0,0
10440,323200000000000,1365575212111286000,2087951697439094300000000000000000000,0,0,0
10441,323230000000000,1365068309246267400,2087951697439131500000000000000000000,0,0,0
10442,323260000000000,1364561641562976800,2087951697439168700000000000000000000,0,0,0
10443,323290000000000,1364055208930490000,2087951697439206000000000000000000000,0,0,0
10444,323320000000000,1363549011217966300,2087951697439243000000000000000000000,0,0,0
10445,323350000000000,1363043048294650600,2087951697439280300000000000000000000,0,0,0
10446,323380000000000,1362537320029872000,2087951697439317500000000000000000000,0,0,0
10447,323410000000000,1362031826293045800,2087951697439354400000000000000000000,0,0,0
10448,323440000000000,1361526566953671000,2087951697439391300000000000000000000,0,0,0
10449,323470000000000,1361021541881331500,2087951697439428000000000000000000000,0,0,0
10450,323500000000000,1360516750945696000,2087951697439465000000000000000000000,0,0,0
10451,323530000000000,1360012194016517600,2087951697439502000000000000000000000,0,0,0
10452,323560000000000,1359507870963633700,2087951697439538800000000000000000000,0,0,0
10453,323590000000000,1359003781656967400,2087951697439575700000000000000000000,0,0,0
10454,323620000000000,1358499925966524200,2087951697439612600000000000000000000,0,0,0
10455,323650000000000,1357996303762395600,2087951697439649500000000000000000000,0,0,0
10456,323680000000000,1357492914914757400,2087951697439686400000000000000000000,0,0,0
10457,323710000000000,1356989759293868300,2087951697439723300000000000000000000,0,0,0
10458,323740000000000,1356486836770071600,2087951697439760000000000000000000000,0,0,0
10459,323770000000000,1355984147213794800,2087951697439796500000000000000000000,0,0,0
10460,323800000000000,1355481690495550700,2087951697439833000000000000000000000,0,0,0
10461,323830000000000,1354979466485933600,2087951697439869700000000000000000000,0,0,0
10462,323860000000000,1354477475055624000,2087951697439906300000000000000000000,0,0,0
10463,323890000000000,1353975716075385300,2087951697439943000000000000000000000,0,0,0
10464,323920000000000,1353474189416063200,2087951697439979500000000000000000000,0,0,0
10465,323950000000000,1352972894948589800,2087951697440016000000000000000000000,0,0,0
10466,323980000000000,1352471832543979500,2087951697440052700000000000000000000,0,0,0
10467,324010000000000,1351971002073330400,2087951697440089300000000000000000000,0,0,0
10468,324040000000000,1351470403407824000,2087951697440126000000000000000000000,0,0,0
10469,324070000000000,1350970036418724900,2087951697440162200000000000000000000,0,0,0
10470,324100000000000,1350469900977382000,2087951697440198500000000000000000000,0,0,0
10471,324130000000000,1349969996955226600,2087951697440234800000000000000000000,0,0,0
10472,324160000000000,1349470324223774700,2087951697440271000000000000000000000,0,0,0
10473,324190000000000,1348970882654623700,2087951697440307400000000000000000000,0,0,0
10474,324220000000000,1348471672119455500,2087951697440343700000000000000000000,0,0,0
10475,324250000000000,1347972692490035000,2087951697440380000000000000000000000,0,0,0
10476,324280000000000,1347473943638208800,2087951697440416300000000000000000000,0,0,0
10477,324310000000000,1346975425435908400,2087951697440452600000000000000000000,0,0,0
10478,324340000000000,1346477137755147000,2087951697440489000000000000000000000,0,0,0
10479,324370000000000,1345979080468020500,2087951697440525200000000000000000000,0,0,0
10480,324400000000000,1345481253446707700,2087951697440561200000000000000000000,0,0,0
10481,324430000000000,1344983656563472100,2087951697440597200000000000000000000,0,0,0
10482,324460000000000,1344486289690656300,2087951697440633200000000000000000000,0,0,0
10483,324490000000000,1343989152700688400,2087951697440669200000000000000000000,0,0,0
10484,324520000000000,1343492245466077400,2087951697440705200000000000000000000,0,0,0
10485,324550000000000,1342995567859416300,2087951697440741300000000000000000000,0,0,0
10486,324580000000000,1342499119753379000,2087951697440777300000000000000000000,0,0,0
10487,324610000000000,1342002901020722700,2087951697440813300000000000000000000,0,0,0
10488,324640000000000,1341506911534286000,2087951697440849300000000000000000000,0,0,0
10489,324670000000000,1341011151166991400,2087951697440885300000000000000000000,0,0,0
10490,324700000000000,1340515619791841500,2087951697440921300000000000000000000,0,0,0
10491,324730000000000,1340020317281921800,2087951697440957000000000000000000000,0,0,0
10492,324760000000000,1339525243510401300,2087951697440992700000000000000000000,0,0,0
10493,324790000000000,1339030398350528800,2087951697441028400000000000000000000,0,0,0
10494,324820000000000,1338535781675636700,2087951697441064100000000000000000000,0,0,0
10495,324850000000000,1338041393359138300,2087951697441100000000000000000000000,0,0,0
10496,324880000000000,1337547233274528500,2087951697441135600000000000000000000,0,0,0
10497,324910000000000,1337053301295384300,2087951697441171300000000000000000000,0,0,0
10498,324940000000000,1336559597295365600,2087951697441207000000000000000000000,0,0,0
10499,324970000000000,1336066121148212700,2087951697441242700000000000000000000,0,0,0
10500,325000000000000,1335572872727747000,2087951697441278400000000000000000000,0,0,0
10501,325030000000000,1335079851907871700,2087951697441314000000000000000000000,0,0,0
10502,325060000000000,1334587058562573300,2087951697441349600000000000000000000,0,0,0
10503,325090000000000,1334094492565916700,2087951697441385000000000000000000000,0,0,0
10504,325120000000000,1333602153792051000,2087951697441420400000000000000000000,0,0,0
10505,325150000000000,1333110042115203600,2087951697441455800000000000000000000,0,0,0
10506,325180000000000,1332618157409685800,2087951697441491200000000000000000000,0,0,0
10507,325210000000000,1332126499549888500,2087951697441526600000000000000000000,0,0,0
10508,325240000000000,1331635068410284500,2087951697441562000000000000000000000,0,0,0
10509,325270000000000,1331143863865427700,2087951697441597500000000000000000000,0,0,0
10510,325300000000000,1330652885789951200,2087951697441633000000000000000000000,0,0,0
10511,325330000000000,1330162134058571500,2087951697441668300000000000000000000,0,0,0
10512,325360000000000,1329671608546084900,2087951697441703700000000000000000000,0,0,0
10513,325390000000000,1329181309127367200,2087951697441739000000000000000000000,0,0,0
10514,325420000000000,1328691235677377500,2087951697441774000000000000000000000,0,0,0
10515,325450000000000,1328201388071153400,2087951697441809000000000000000000000,0,0,0
10516,325480000000000,1327711766183814000,2087951697441844200000000000000000000,0,0,0
10517,325510000000000,1327222369890559000,2087951697441879300000000000000000000,0,0,0
10518,325540000000000,1326733199066668800,2087951697441914500000000000000000000,0,0,0
10519,325570000000000,1326244253587503400,2087951697441949600000000000000000000,0,0,0
10520,325600000000000,1325755533328504300,2087951697441984700000000000000000000,0,0,0
10521,325630000000000,1325267038165192400,2087951697442019800000000000000000000,0,0,0
10522,325660000000000,1324778767973169000,2087951697442055000000000000000000000,0,0,0
10523,325690000000000,1324290722628115500,2087951697442090000000000000000000000,0,0,0
10524,325720000000000,1323802902005794600,2087951697442125000000000000000000000,0,0,0
10525,325750000000000,1323315305982047200,2087951697442159700000000000000000000,0,0,0
10526,325780000000000,1322827934432796400,2087951697442194600000000000000000000,0,0,0
10527,325810000000000,1322340787234043100,2087951697442229400000000000000000000,0,0,0
10528,325840000000000,1321853864261869000,2087951697442264200000000000000000000,0,0,0
10529,325870000000000,1321367165392436500,2087951697442299000000000000000000000,0,0,0
10530,325900000000000,1320880690501986800,2087951697442334000000000000000000000,0,0,0
10531,325930000000000,1320394439466840000,2087951697442368700000000000000000000,0,0,0
10532,325960000000000,1319908412163398700,2087951697442403500000000000000000000,0,0,0
10533,325990000000000,1319422608468142300,2087951697442438400000000000000000000,0,0,0
10534,326020000000000,1318937028257630700,2087951697442473200000000000000000000,0,0,0
10535,326050000000000,1318451671408503300,2087951697442508000000000000000000000,0,0,0
10536,326080000000000,1317966537797479000,2087951697442542500000000000000000000,0,0,0
10537,326110000000000,1317481627301356500,2087951697442577000000000000000000000,0,0,0
10538,326140000000000,1316996939797013500,2087951697442611600000000000000000000,0,0,0
10539,326170000000000,1316512475161406500,2087951697442646000000000000000000000,0,0,0
10540,326200000000000,1316028233271571500,2087951697442680700000000000000000000,0,0,0
10541,326230000000000,1315544214004623600,2087951697442715200000000000000000000,0,0,0
10542,326260000000000,1315060417237757400,2087951697442749700000000000000000000,0,0,0
10543,326290000000000,1314576842848246300,2087951697442784300000000000000000000,0,0,0
10544,326320000000000,1314093490713441800,2087951697442818800000000000000000000,0,0,0
10545,326350000000000,1313610360710776300,2087951697442853300000000000000000000,0,0,0
10546,326380000000000,1313127452717759200,2087951697442888000000000000000000000,0,0,0
10547,326410000000000,1312644766611978800,2087951697442922400000000000000000000,0,0,0
10548,326440000000000,1312162302271103700,2087951697442956600000000000000000000,0,0,0
10549,326470000000000,1311680059572879600,2087951697442991000000000000000000000,0,0,0
10550,326500000000000,1311198038395131100,2087951697443025000000000000000000000,0,0,0
10551,326530000000000,1310716238615762000,2087951697443059300000000000000000000,0,0,0
10552,326560000000000,1310234660112754700,2087951697443093600000000000000000000,0,0,0
10553,326590000000000,1309753302764169200,2087951697443127800000000000000000000,0,0,0
10554,326620000000000,1309272166448143600,2087951697443162000000000000000000000,0,0,0
10555,326650000000000,1308791251042896100,2087951697443196300000000000000000000,0,0,0
10556,326680000000000,1308310556426721300,2087951697443230500000000000000000000,0,0,0
10557,326710000000000,1307830082477993200,2087951697443264800000000000000000000,0,0,0
10558,326740000000000,1307349829075163400,2087951697443299000000000000000000000,0,0,0
10559,326770000000000,1306869796096761600,2087951697443333000000000000000000000,0,0,0
10560,326800000000000,1306389983421396200,2087951697443367000000000000000000000,0,0,0
10561,326830000000000,1305910390927753200,2087951697443400800000000000000000000,0,0,0
10562,326860000000000,1305431018494595600,2087951697443434800000000000000000000,0,0,0
10563,326890000000000,1304951866000766000,2087951697443468700000000000000000000,0,0,0
10564,326920000000000,1304472933325183200,2087951697443502700000000000000000000,0,0,0
10565,326950000000000,1303994220346844700,2087951697443536600000000000000000000,0,0,0
10566,326980000000000,1303515726944825600,2087951697443570500000000000000000000,0,0,0
10567,327010000000000,1303037452998279000,2087951697443604500000000000000000000,0,0,0
10568,327040000000000,1302559398386433800,2087951697443638400000000000000000000,0,0,0
10569,327070000000000,1302081562988599300,2087951697443672400000000000000000000,0,0,0
10570,327100000000000,1301603946684159700,2087951697443706300000000000000000000,0,0,0
10571,327130000000000,1301126549352578000,2087951697443740000000000000000000000,0,0,0
10572,327160000000000,1300649370873394200,2087951697443773600000000000000000000,0,0,0
10573,327190000000000,1300172411126225700,2087951697443807300000000000000000000,0,0,0
