time(s),radius(cm),n_photon(cm^-3),n_pairs(cm^-3),n_W,n_Z,n_H
1151,44530000000000,16874967609123625000000,2930252551853542000000000000000000000,0,0,0
1152,44560000000000,16840907357362114000000,2930258212087955000000000000000000000,0,0,0
1153,44590000000000,16806938706422425000000,2930263849511646500000000000000000000,0,0,0
1154,44620000000000,16773061348575175000000,2930269464231794000000000000000000000,0,0,0
1155,44650000000000,16739274977330700000000,2930275056354997400000000000000000000,0,0,0
1156,44680000000000,16705579287433265000000,2930280625987287000000000000000000000,0,0,0
1157,44710000000000,16671973974855249000000,2930286173234124000000000000000000000,0,0,0
1158,44740000000000,16638458736791379000000,2930291698200405000000000000000000000,0,0,0
1159,44770000000000,16605033271653013000000,2930297200990465000000000000000000000,0,0,0
1160,44800000000000,16571697279062450000000,2930302681708081000000000000000000000,0,0,0
1161,44830000000000,16538450459847232000000,2930308140456476000000000000000000000,0,0,0
1162,44860000000000,16505292516034525000000,2930313577338321000000000000000000000,0,0,0
1163,44890000000000,16472223150845517000000,2930318992455738400000000000000000000,0,0,0
1164,44920000000000,16439242068689838000000,2930324385910307500000000000000000000,0,0,0
1165,44950000000000,16406348975159974000000,2930329757803065300000000000000000000,0,0,0
1166,44980000000000,16373543577025816000000,2930335108234510400000000000000000000,0,0,0
1167,45010000000000,16340825582229100000000,2930340437304606300000000000000000000,0,0,0
1168,45040000000000,16308194699878012000000,2930345745112785500000000000000000000,0,0,0
1169,45070000000000,16275650640241690000000,2930351031757951500000000000000000000,0,0,0
1170,45100000000000,16243193114744892000000,2930356297338482000000000000000000000,0,0,0
1171,45130000000000,16210821835962555000000,2930361541952233000000000000000000000,0,0,0
1172,45160000000000,16178536517614501000000,2930366765696540500000000000000000000,0,0,0
1173,45190000000000,16146336874560110000000,2930371968668226000000000000000000000,0,0,0
1174,45220000000000,16114222622792984000000,2930377150963595400000000000000000000,0,0,0
1175,45250000000000,16082193479435769000000,2930382312678447400000000000000000000,0,0,0
1176,45280000000000,16050249162734852000000,2930387453908072000000000000000000000,0,0,0
1177,45310000000000,16018389392055188000000,2930392574747255600000000000000000000,0,0,0
1178,45340000000000,15986613887875130000000,2930397675290284600000000000000000000,0,0,0
1179,45370000000000,15954922371781237000000,2930402755630946000000000000000000000,0,0,0
1180,45400000000000,15923314566463210000000,2930407815862533000000000000000000000,0,0,0
1181,45430000000000,15891790195708754000000,2930412856077847000000000000000000000,0,0,0
1182,45460000000000,15860348984398514000000,2930417876369199000000000000000000000,0,0,0
1183,45490000000000,15828990658501058000000,2930422876828414500000000000000000000,0,0,0
1184,45520000000000,15797714945067834000000,2930427857546835400000000000000000000,0,0,0
1185,45550000000000,15766521572228189000000,2930432818615323500000000000000000000,0,0,0
1186,45580000000000,15735410269184407000000,2930437760124263000000000000000000000,0,0,0
1187,45610000000000,15704380766206780000000,2930442682163563000000000000000000000,0,0,0
1188,45640000000000,15673432794628685000000,2930447584822660000000000000000000000,0,0,0
1189,45670000000000,15642566086841700000000,2930452468190522400000000000000000000,0,0,0
1190,45700000000000,15611780376290767000000,2930457332355652000000000000000000000,0,0,0
1191,45730000000000,15581075397469318000000,2930462177406085600000000000000000000,0,0,0
1192,45760000000000,15550450885914494000000,2930467003429400500000000000000000000,0,0,0
1193,45790000000000,15519906578202358000000,2930471810512715500000000000000000000,0,0,0
1194,45820000000000,15489442211943135000000,2930476598742693000000000000000000000,0,0,0
1195,45850000000000,15459057525776479000000,2930481368205543500000000000000000000,0,0,0
1196,45880000000000,15428752259366762000000,2930486118987026000000000000000000000,0,0,0
1197,45910000000000,15398526153398378000000,2930490851172453500000000000000000000,0,0,0
1198,45940000000000,15368378949571115000000,2930495564846693000000000000000000000,0,0,0
1199,45970000000000,15338310390595490000000,2930500260094169400000000000000000000,0,0,0
1200,46000000000000,15308320220188147000000,2930504936998867500000000000000000000,0,0,0
1201,46030000000000,15278408183067278000000,2930509595644335600000000000000000000,0,0,0
1202,46060000000000,15248574024948050000000,2930514236113687000000000000000000000,0,0,0
1203,46090000000000,15218817492538070000000,2930518858489602600000000000000000000,0,0,0
1204,46120000000000,15189138333532856000000,2930523462854334400000000000000000000,0,0,0
1205,46150000000000,15159536296611369000000,2930528049289707000000000000000000000,0,0,0
1206,46180000000000,15130011131431524000000,2930532617877120000000000000000000000,0,0,0
1207,46210000000000,15100562588625750000000,2930537168697552300000000000000000000,0,0,0
1208,46240000000000,15071190419796580000000,2930541701831562000000000000000000000,0,0,0
1209,46270000000000,15041894377512214000000,2930546217359289600000000000000000000,0,0,0
1210,46300000000000,15012674215302188000000,2930550715360462000000000000000000000,0,0,0
1211,46330000000000,14983529687652996000000,2930555195914394000000000000000000000,0,0,0
1212,46360000000000,14954460550003752000000,2930559659099988600000000000000000000,0,0,0
1213,46390000000000,14925466558741879000000,2930564104995743000000000000000000000,0,0,0
1214,46420000000000,14896547471198860000000,2930568533679748000000000000000000000,0,0,0
1215,46450000000000,14867703045645914000000,2930572945229693400000000000000000000,0,0,0
1216,46480000000000,14838933041289806000000,2930577339722866400000000000000000000,0,0,0
1217,46510000000000,14810237218268583000000,2930581717236157400000000000000000000,0,0,0
1218,46540000000000,14781615337647408000000,2930586077846060000000000000000000000,0,0,0
1219,46570000000000,14753067161414367000000,2930590421628674700000000000000000000,0,0,0
1220,46600000000000,14724592452476300000000,2930594748659711500000000000000000000,0,0,0
1221,46630000000000,14696190974654690000000,2930599059014490000000000000000000000,0,0,0
1222,46660000000000,14667862492681534000000,2930603352767942700000000000000000000,0,0,0
1223,46690000000000,14639606772195272000000,2930607629994619300000000000000000000,0,0,0
1224,46720000000000,14611423579736669000000,2930611890768686000000000000000000000,0,0,0
1225,46750000000000,14583312682744814000000,2930616135163930000000000000000000000,0,0,0
1226,46780000000000,14555273849553067000000,2930620363253758000000000000000000000,0,0,0
1227,46810000000000,14527306849385045000000,2930624575111203600000000000000000000,0,0,0
1228,46840000000000,14499411452350640000000,2930628770808926000000000000000000000,0,0,0
1229,46870000000000,14471587429442073000000,2930632950419212000000000000000000000,0,0,0
1230,46900000000000,14443834552529885000000,2930637114013980000000000000000000000,0,0,0
1231,46930000000000,14416152594359090000000,2930641261664781000000000000000000000,0,0,0
1232,46960000000000,14388541328545188000000,2930645393442800600000000000000000000,0,0,0
1233,46990000000000,14361000529570342000000,2930649509418862500000000000000000000,0,0,0
1234,47020000000000,14333529972779463000000,2930653609663428000000000000000000000,0,0,0
1235,47050000000000,14306129434376400000000,2930657694246601000000000000000000000,0,0,0
1236,47080000000000,14278798691420070000000,2930661763238126700000000000000000000,0,0,0
1237,47110000000000,14251537521820687000000,2930665816707397400000000000000000000,0,0,0
1238,47140000000000,14224345704335954000000,2930669854723451700000000000000000000,0,0,0
1239,47170000000000,14197223018567278000000,2930673877354978000000000000000000000,0,0,0
1240,47200000000000,14170169244956060000000,2930677884670315700000000000000000000,0,0,0
1241,47230000000000,14143184164779918000000,2930681876737457000000000000000000000,0,0,0
1242,47260000000000,14116267560149008000000,2930685853624050500000000000000000000,0,0,0
1243,47290000000000,14089419214002300000000,2930689815397401000000000000000000000,0,0,0
1244,47320000000000,14062638910103922000000,2930693762124473000000000000000000000,0,0,0
1245,47350000000000,14035926433039492000000,2930697693871892700000000000000000000,0,0,0
1246,47380000000000,14009281568212508000000,2930701610705947600000000000000000000,0,0,0
1247,47410000000000,13982704101840671000000,2930705512692591400000000000000000000,0,0,0
1248,47440000000000,13956193820952328000000,2930709399897445000000000000000000000,0,0,0
1249,47470000000000,13929750513382895000000,2930713272385797000000000000000000000,0,0,0
1250,47500000000000,13903373967771239000000,2930717130222607000000000000000000000,0,0,0
1251,47530000000000,13877063973556198000000,2930720973472508000000000000000000000,0,0,0
1252,47560000000000,13850820320972983000000,2930724802199806000000000000000000000,0,0,0
1253,47590000000000,13824642801049732000000,2930728616468484000000000000000000000,0,0,0
1254,47620000000000,13798531205603950000000,2930732416342203000000000000000000000,0,0,0
1255,47650000000000,13772485327239095000000,2930736201884304400000000000000000000,0,0,0
1256,47680000000000,13746504959341080000000,2930739973157809600000000000000000000,0,0,0
1257,47710000000000,13720589896074826000000,2930743730225425000000000000000000000,0,0,0
1258,47740000000000,13694739932380867000000,2930747473149542000000000000000000000,0,0,0
1259,47770000000000,13668954863971930000000,2930751201992238000000000000000000000,0,0,0
1260,47800000000000,13643234487329521000000,2930754916815280000000000000000000000,0,0,0
1261,47830000000000,13617578599700600000000,2930758617680127000000000000000000000,0,0,0
1262,47860000000000,13591986999094176000000,2930762304647927000000000000000000000,0,0,0
1263,47890000000000,13566459484277990000000,2930765977779525000000000000000000000,0,0,0
1264,47920000000000,13540995854775209000000,2930769637135460500000000000000000000,0,0,0
1265,47950000000000,13515595910861080000000,2930773282775970000000000000000000000,0,0,0
1266,47980000000000,13490259453559670000000,2930776914760990300000000000000000000,0,0,0
1267,48010000000000,13464986284640585000000,2930780533150158000000000000000000000,0,0,0
1268,48040000000000,13439776206615707000000,2930784138002813000000000000000000000,0,0,0
1269,48070000000000,13414629022735975000000,2930787729377999000000000000000000000,0,0,0
1270,48100000000000,13389544536988115000000,2930791307334466000000000000000000000,0,0,0
1271,48130000000000,13364522554091484000000,2930794871930670400000000000000000000,0,0,0
1272,48160000000000,13339562879494845000000,2930798423224779000000000000000000000,0,0,0
1273,48190000000000,13314665319373205000000,2930801961274669400000000000000000000,0,0,0
1274,48220000000000,13289829680624634000000,2930805486137930000000000000000000000,0,0,0
1275,48250000000000,13265055770867155000000,2930808997871865000000000000000000000,0,0,0
1276,48280000000000,13240343398435583000000,2930812496533493600000000000000000000,0,0,0
1277,48310000000000,13215692372378414000000,2930815982179551000000000000000000000,0,0,0
1278,48340000000000,13191102502454746000000,2930819454866492500000000000000000000,0,0,0
1279,48370000000000,13166573599131180000000,2930822914650494000000000000000000000,0,0,0
1280,48400000000000,13142105473578753000000,2930826361587452000000000000000000000,0,0,0
1281,48430000000000,13117697937669900000000,2930829795732987000000000000000000000,0,0,0
1282,48460000000000,13093350803975392000000,2930833217142445000000000000000000000,0,0,0
1283,48490000000000,13069063885761332000000,2930836625870898000000000000000000000,0,0,0
1284,48520000000000,13044836996986146000000,2930840021973146000000000000000000000,0,0,0
1285,48550000000000,13020669952297580000000,2930843405503718300000000000000000000,0,0,0
1286,48580000000000,12996562567029724000000,2930846776516876000000000000000000000,0,0,0
1287,48610000000000,12972514657200073000000,2930850135066611300000000000000000000,0,0,0
1288,48640000000000,12948526039506530000000,2930853481206652000000000000000000000,0,0,0
1289,48670000000000,12924596531324533000000,2930856814990460000000000000000000000,0,0,0
1290,48700000000000,12900725950704064000000,2930860136471235500000000000000000000,0,0,0
1291,48730000000000,12876914116366820000000,2930863445701916000000000000000000000,0,0,0
1292,48760000000000,12853160847703260000000,2930866742735179700000000000000000000,0,0,0
1293,48790000000000,12829465964769763000000,2930870027623445000000000000000000000,0,0,0
1294,48820000000000,12805829288285744000000,2930873300418874000000000000000000000,0,0,0
1295,48850000000000,12782250639630837000000,2930876561173372600000000000000000000,0,0,0
1296,48880000000000,12758729840842011000000,2930879809938592000000000000000000000,0,0,0
1297,48910000000000,12735266714610804000000,2930883046765930000000000000000000000,0,0,0
1298,48940000000000,12711861084280481000000,2930886271706534000000000000000000000,0,0,0
1299,48970000000000,12688512773843237000000,2930889484811299600000000000000000000,0,0,0
1300,49000000000000,12665221607937456000000,2930892686130875000000000000000000000,0,0,0
1301,49030000000000,12641987411844890000000,2930895875715659400000000000000000000,0,0,0
1302,49060000000000,12618810011487964000000,2930899053615807400000000000000000000,0,0,0
1303,49090000000000,12595689233426990000000,2930902219881227400000000000000000000,0,0,0
1304,49120000000000,12572624904857468000000,2930905374561584500000000000000000000,0,0,0
1305,49150000000000,12549616853607370000000,2930908517706302400000000000000000000,0,0,0
1306,49180000000000,12526664908134425000000,2930911649364563000000000000000000000,0,0,0
1307,49210000000000,12503768897523454000000,2930914769585310300000000000000000000,0,0,0
1308,49240000000000,12480928651483692000000,2930917878417248000000000000000000000,0,0,0
1309,49270000000000,12458144000346121000000,2930920975908844000000000000000000000,0,0,0
1310,49300000000000,12435414775060830000000,2930924062108331400000000000000000000,0,0,0
1311,49330000000000,12412740807194371000000,2930927137063707700000000000000000000,0,0,0
1312,49360000000000,12390121928927144000000,2930930200822738000000000000000000000,0,0,0
1313,49390000000000,12367557973050812000000,2930933253432955000000000000000000000,0,0,0
1314,49420000000000,12345048772965650000000,2930936294941661700000000000000000000,0,0,0
1315,49450000000000,12322594162678020000000,2930939325395932000000000000000000000,0,0,0
1316,49480000000000,12300193976797765000000,2930942344842611000000000000000000000,0,0,0
1317,49510000000000,12277848050535657000000,2930945353328317000000000000000000000,0,0,0
1318,49540000000000,12255556219700865000000,2930948350899444000000000000000000000,0,0,0
1319,49570000000000,12233318320698405000000,2930951337602160700000000000000000000,0,0,0
1320,49600000000000,12211134190526627000000,2930954313482413000000000000000000000,0,0,0
1321,49630000000000,12189003666774712000000,2930957278585925600000000000000000000,0,0,0
1322,49660000000000,12166926587620143000000,2930960232958201000000000000000000000,0,0,0
1323,49690000000000,12144902791826275000000,2930963176644523000000000000000000000,0,0,0
1324,49720000000000,12122932118739814000000,2930966109689958500000000000000000000,0,0,0
1325,49750000000000,12101014408288375000000,2930969032139355000000000000000000000,0,0,0
1326,49780000000000,12079149500978031000000,2930971944037346000000000000000000000,0,0,0
1327,49810000000000,12057337237890889000000,2930974845428349000000000000000000000,0,0,0
1328,49840000000000,12035577460682633000000,2930977736356569000000000000000000000,0,0,0
1329,49870000000000,12013870011580137000000,2930980616865998000000000000000000000,0,0,0
1330,49900000000000,11992214733379060000000,2930983487000416000000000000000000000,0,0,0
1331,49930000000000,11970611469441439000000,2930986346803394000000000000000000000,0,0,0
1332,49960000000000,11949060063693330000000,2930989196318294000000000000000000000,0,0,0
1333,49990000000000,11927560360622417000000,2930992035588269400000000000000000000,0,0,0
1334,50020000000000,11906112205275689000000,2930994864656267600000000000000000000,0,0,0
1335,50050000000000,11884715443257052000000,2930997683565029400000000000000000000,0,0,0
1336,50080000000000,11863369920725035000000,2931000492357092000000000000000000000,0,0,0
1337,50110000000000,11842075484390435000000,2931003291074789000000000000000000000,0,0,0
1338,50140000000000,11820831981514042000000,2931006079760251000000000000000000000,0,0,0
1339,50170000000000,11799639259904290000000,2931008858455409000000000000000000000,0,0,0
1340,50200000000000,11778497167915010000000,2931011627201991500000000000000000000,0,0,0
1341,50230000000000,11757405554443131000000,2931014386041529700000000000000000000,0,0,0
1342,50260000000000,11736364268926412000000,2931017135015356500000000000000000000,0,0,0
1343,50290000000000,11715373161341201000000,2931019874164607000000000000000000000,0,0,0
1344,50320000000000,11694432082200162000000,2931022603530221300000000000000000000,0,0,0
1345,50350000000000,11673540882550057000000,2931025323152944000000000000000000000,0,0,0
1346,50380000000000,11652699413969533000000,2931028033073326000000000000000000000,0,0,0
1347,50410000000000,11631907528566874000000,2931030733331726000000000000000000000,0,0,0
1348,50440000000000,11611165078977813000000,2931033423968311000000000000000000000,0,0,0
1349,50470000000000,11590471918363374000000,2931036105023056000000000000000000000,0,0,0
1350,50500000000000,11569827900407618000000,2931038776535747000000000000000000000,0,0,0
1351,50530000000000,11549232879315523000000,2931041438545983000000000000000000000,0,0,0
1352,50560000000000,11528686709810825000000,2931044091093171500000000000000000000,0,0,0
1353,50590000000000,11508189247133824000000,2931046734216537300000000000000000000,0,0,0
1354,50620000000000,11487740347039271000000,2931049367955117000000000000000000000,0,0,0
1355,50650000000000,11467339865794250000000,2931051992347764000000000000000000000,0,0,0
1356,50680000000000,11446987660176015000000,2931054607433146700000000000000000000,0,0,0
1357,50710000000000,11426683587469922000000,2931057213249751000000000000000000000,0,0,0
1358,50740000000000,11406427505467293000000,2931059809835882300000000000000000000,0,0,0
1359,50770000000000,11386219272463345000000,2931062397229663300000000000000000000,0,0,0
1360,50800000000000,11366058747255102000000,2931064975469038000000000000000000000,0,0,0
1361,50830000000000,11345945789139320000000,2931067544591772600000000000000000000,0,0,0
1362,50860000000000,11325880257910440000000,2931070104635453000000000000000000000,0,0,0
1363,50890000000000,11305862013858508000000,2931072655637489000000000000000000000,0,0,0
1364,50920000000000,11285890917767148000000,2931075197635114000000000000000000000,0,0,0
1365,50950000000000,11265966830911538000000,2931077730665388000000000000000000000,0,0,0
1366,50980000000000,11246089615056377000000,2931080254765195000000000000000000000,0,0,0
1367,51010000000000,11226259132453862000000,2931082769971246000000000000000000000,0,0,0
1368,51040000000000,11206475245841694000000,2931085276320080400000000000000000000,0,0,0
1369,51070000000000,11186737818441093000000,2931087773848066000000000000000000000,0,0,0
1370,51100000000000,11167046713954779000000,2931090262591399000000000000000000000,0,0,0
1371,51130000000000,11147401796565034000000,2931092742586107000000000000000000000,0,0,0
1372,51160000000000,11127802930931719000000,2931095213868048000000000000000000000,0,0,0
1373,51190000000000,11108249982190290000000,2931097676472913400000000000000000000,0,0,0
1374,51220000000000,11088742815949902000000,2931100130436226000000000000000000000,0,0,0
1375,51250000000000,11069281298291429000000,2931102575793343500000000000000000000,0,0,0
1376,51280000000000,11049865295765537000000,2931105012579459000000000000000000000,0,0,0
1377,51310000000000,11030494675390786000000,2931107440829599000000000000000000000,0,0,0
1378,51340000000000,11011169304651684000000,2931109860578629000000000000000000000,0,0,0
1379,51370000000000,10991889051496816000000,2931112271861250500000000000000000000,0,0,0
1380,51400000000000,10972653784336932000000,2931114674712003000000000000000000000,0,0,0
1381,51430000000000,10953463372043050000000,2931117069165266000000000000000000000,0,0,0
1382,51460000000000,10934317683944610000000,2931119455255258000000000000000000000,0,0,0
1383,51490000000000,10915216589827569000000,2931121833016039000000000000000000000,0,0,0
1384,51520000000000,10896159959932572000000,2931124202481509400000000000000000000,0,0,0
1385,51550000000000,10877147664953081000000,2931126563685414000000000000000000000,0,0,0
1386,51580000000000,10858179576033555000000,2931128916661339000000000000000000000,0,0,0
1387,51610000000000,10839255564767577000000,2931131261442715600000000000000000000,0,0,0
1388,51640000000000,10820375503196070000000,2931133598062818600000000000000000000,0,0,0
1389,51670000000000,10801539263805453000000,2931135926554770300000000000000000000,0,0,0
1390,51700000000000,10782746719525848000000,2931138246951538000000000000000000000,0,0,0
1391,51730000000000,10763997743729275000000,2931140559285937000000000000000000000,0,0,0
1392,51760000000000,10745292210227848000000,2931142863590630600000000000000000000,0,0,0
1393,51790000000000,10726629993272012000000,2931145159898130600000000000000000000,0,0,0
1394,51820000000000,10708010967548754000000,2931147448240799300000000000000000000,0,0,0
1395,51850000000000,10689435008179842000000,2931149728650848000000000000000000000,0,0,0
1396,51880000000000,10670901990720060000000,2931152001160340400000000000000000000,0,0,0
1397,51910000000000,10652411791155478000000,2931154265801191400000000000000000000,0,0,0
1398,51940000000000,10633964285901660000000,2931156522605169600000000000000000000,0,0,0
1399,51970000000000,10615559351801997000000,2931158771603896000000000000000000000,0,0,0
1400,52000000000000,10597196866125923000000,2931161012828846600000000000000000000,0,0,0
1401,52030000000000,10578876706567223000000,2931163246311352000000000000000000000,0,0,0
1402,52060000000000,10560598751242323000000,2931165472082598500000000000000000000,0,0,0
1403,52090000000000,10542362878688585000000,2931167690173630000000000000000000000,0,0,0
1404,52120000000000,10524168967862600000000,2931169900615346400000000000000000000,0,0,0
1405,52150000000000,10506016898138507000000,2931172103438506000000000000000000000,0,0,0
1406,52180000000000,10487906549306334000000,2931174298673726000000000000000000000,0,0,0
1407,52210000000000,10469837801570286000000,2931176486351483000000000000000000000,0,0,0
1408,52240000000000,10451810535547130000000,2931178666502113400000000000000000000,0,0,0
1409,52270000000000,10433824632264483000000,2931180839155815000000000000000000000,0,0,0
1410,52300000000000,10415879973159213000000,2931183004342647700000000000000000000,0,0,0
1411,52330000000000,10397976440075771000000,2931185162092532000000000000000000000,0,0,0
1412,52360000000000,10380113915264564000000,2931187312435253000000000000000000000,0,0,0
1413,52390000000000,10362292281380325000000,2931189455400459000000000000000000000,0,0,0
1414,52420000000000,10344511421480497000000,2931191591017663000000000000000000000,0,0,0
1415,52450000000000,10326771219023622000000,2931193719316243000000000000000000000,0,0,0
1416,52480000000000,10309071557867740000000,2931195840325442400000000000000000000,0,0,0
1417,52510000000000,10291412322268788000000,2931197954074372000000000000000000000,0,0,0
1418,52540000000000,10273793396879003000000,2931200060592009500000000000000000000,0,0,0
1419,52570000000000,10256214666745362000000,2931202159907200000000000000000000000,0,0,0
1420,52600000000000,10238676017307976000000,2931204252048657600000000000000000000,0,0,0
1421,52630000000000,10221177334398560000000,2931206337044966000000000000000000000,0,0,0
1422,52660000000000,10203718504238838000000,2931208414924577600000000000000000000,0,0,0
1423,52690000000000,10186299413438996000000,2931210485715817000000000000000000000,0,0,0
1424,52720000000000,10168919948996163000000,2931212549446878400000000000000000000,0,0,0
1425,52750000000000,10151579998292827000000,2931214606145830000000000000000000000,0,0,0
1426,52780000000000,10134279449095348000000,2931216655840610000000000000000000000,0,0,0
1427,52810000000000,10117018189552404000000,2931218698559031500000000000000000000,0,0,0
1428,52840000000000,10099796108193468000000,2931220734328781000000000000000000000,0,0,0
1429,52870000000000,10082613093927326000000,2931222763177420500000000000000000000,0,0,0
1430,52900000000000,10065469036040534000000,2931224785132385000000000000000000000,0,0,0
1431,52930000000000,10048363824195960000000,2931226800220987000000000000000000000,0,0,0
1432,52960000000000,10031297348431260000000,2931228808470415000000000000000000000,0,0,0
1433,52990000000000,10014269499157403000000,2931230809907733000000000000000000000,0,0,0
1434,53020000000000,9997280167157211000000,2931232804559885700000000000000000000,0,0,0
1435,53050000000000,9980329243583856000000,2931234792453693700000000000000000000,0,0,0
1436,53080000000000,9963416619959429000000,2931236773615857300000000000000000000,0,0,0
1437,53110000000000,9946542188173451000000,2931238748072956600000000000000000000,0,0,0
1438,53140000000000,9929705840481447000000,2931240715851451400000000000000000000,0,0,0
1439,53170000000000,9912907469503483000000,2931242676977682000000000000000000000,0,0,0
1440,53200000000000,9896146968222740000000,2931244631477870400000000000000000000,0,0,0
1441,53230000000000,9879424229984086000000,2931246579378120700000000000000000000,0,0,0
1442,53260000000000,9862739148492625000000,2931248520704419000000000000000000000,0,0,0
1443,53290000000000,9846091617812303000000,2931250455482635000000000000000000000,0,0,0
1444,53320000000000,9829481532364503000000,2931252383738522000000000000000000000,0,0,0
1445,53350000000000,9812908786926599000000,2931254305497717600000000000000000000,0,0,0
1446,53380000000000,9796373276630600000000,2931256220785744000000000000000000000,0,0,0
1447,53410000000000,9779874896961732000000,2931258129628009700000000000000000000,0,0,0
1448,53440000000000,9763413543757055000000,2931260032049808300000000000000000000,0,0,0
1449,53470000000000,9746989113204084000000,2931261928076321000000000000000000000,0,0,0
1450,53500000000000,9730601501839417000000,2931263817732615000000000000000000000,0,0,0
1451,53530000000000,9714250606547365000000,2931265701043645600000000000000000000,0,0,0
1452,53560000000000,9697936324558577000000,2931267578034257600000000000000000000,0,0,0
1453,53590000000000,9681658553448702000000,2931269448729183000000000000000000000,0,0,0
1454,53620000000000,9665417191137034000000,2931271313153044600000000000000000000,0,0,0
1455,53650000000000,9649212135885156000000,2931273171330354700000000000000000000,0,0,0
1456,53680000000000,9633043286295616000000,2931275023285515400000000000000000000,0,0,0
1457,53710000000000,9616910541310579000000,2931276869042821700000000000000000000,0,0,0
1458,53740000000000,9600813800210530000000,2931278708626458300000000000000000000,0,0,0
1459,53770000000000,9584752962612912000000,2931280542060503700000000000000000000,0,0,0
1460,53800000000000,9568727928470841000000,2931282369368928000000000000000000000,0,0,0
1461,53830000000000,9552738598071805000000,2931284190575595000000000000000000000,0,0,0
1462,53860000000000,9536784872036312000000,2931286005704263000000000000000000000,0,0,0
1463,53890000000000,9520866651316660000000,2931287814778582700000000000000000000,0,0,0
1464,53920000000000,9504983837195587000000,2931289617822102300000000000000000000,0,0,0
1465,53950000000000,9489136331285024000000,2931291414858263000000000000000000000,0,0,0
1466,53980000000000,9473324035524807000000,2931293205910404000000000000000000000,0,0,0
1467,54010000000000,9457546852181375000000,2931294991001759000000000000000000000,0,0,0
1468,54040000000000,9441804683846545000000,2931296770155460000000000000000000000,0,0,0
1469,54070000000000,9426097433436215000000,2931298543394535500000000000000000000,0,0,0
1470,54100000000000,9410425004189131000000,2931300310741913000000000000000000000,0,0,0
1471,54130000000000,9394787299665606000000,2931302072220418000000000000000000000,0,0,0
1472,54160000000000,9379184223746312000000,2931303827852775000000000000000000000,0,0,0
1473,54190000000000,9363615680631001000000,2931305577661607000000000000000000000,0,0,0
1474,54220000000000,9348081574837296000000,2931307321669439000000000000000000000,0,0,0
1475,54250000000000,9332581811199456000000,2931309059898695500000000000000000000,0,0,0
1476,54280000000000,9317116294867140000000,2931310792371702000000000000000000000,0,0,0
1477,54310000000000,9301684931304201000000,2931312519110684000000000000000000000,0,0,0
1478,54340000000000,9286287626287470000000,2931314240137772000000000000000000000,0,0,0
1479,54370000000000,9270924285905542000000,2931315955474997000000000000000000000,0,0,0
1480,54400000000000,9255594816557576000000,2931317665144292700000000000000000000,0,0,0
1481,54430000000000,9240299124952101000000,2931319369167497700000000000000000000,0,0,0
1482,54460000000000,9225037118105813000000,2931321067566353000000000000000000000,0,0,0
1483,54490000000000,9209808703342421000000,2931322760362504700000000000000000000,0,0,0
1484,54520000000000,9194613788291411000000,2931324447577503400000000000000000000,0,0,0
1485,54550000000000,9179452280886908000000,2931326129232805000000000000000000000,0,0,0
1486,54580000000000,9164324089366503000000,2931327805349772000000000000000000000,0,0,0
1487,54610000000000,9149229122270071000000,2931329475949673000000000000000000000,0,0,0
1488,54640000000000,9134167288438622000000,2931331141053681500000000000000000000,0,0,0
1489,54670000000000,9119138497013134000000,2931332800682881000000000000000000000,0,0,0
1490,54700000000000,9104142657433418000000,2931334454858259700000000000000000000,0,0,0
1491,54730000000000,9089179679436952000000,2931336103600716500000000000000000000,0,0,0
1492,54760000000000,9074249473057765000000,2931337746931057000000000000000000000,0,0,0
1493,54790000000000,9059351948625278000000,2931339384869996600000000000000000000,0,0,0
1494,54820000000000,9044487016763173000000,2931341017438160500000000000000000000,0,0,0
1495,54850000000000,9029654588388290000000,2931342644656083000000000000000000000,0,0,0
1496,54880000000000,9014854574709487000000,2931344266544208000000000000000000000,0,0,0
1497,54910000000000,9000086887226532000000,2931345883122893000000000000000000000,0,0,0
1498,54940000000000,8985351437728980000000,2931347494412403700000000000000000000,0,0,0
1499,54970000000000,8970648138295076000000,2931349100432919000000000000000000000,0,0,0
1500,55000000000000,8955976901290660000000,2931350701204529400000000000000000000,0,0,0
1501,55030000000000,8941337639368055000000,2931352296747237500000000000000000000,0,0,0
1502,55060000000000,8926730265464984000000,2931353887080960000000000000000000000,0,0,0
1503,55090000000000,8912154692803478000000,2931355472225526000000000000000000000,0,0,0
1504,55120000000000,8897610834888799000000,2931357052200678300000000000000000000,0,0,0
1505,55150000000000,8883098605508365000000,2931358627026075000000000000000000000,0,0,0
1506,55180000000000,8868617918730660000000,2931360196721286600000000000000000000,0,0,0
1507,55210000000000,8854168688904180000000,2931361761305801600000000000000000000,0,0,0
1508,55240000000000,8839750830656370000000,2931363320799022000000000000000000000,0,0,0
1509,55270000000000,8825364258892558000000,2931364875220265000000000000000000000,0,0,0
1510,55300000000000,8811008888794897000000,2931366424588767000000000000000000000,0,0,0
1511,55330000000000,8796684635821327000000,2931367968923677700000000000000000000,0,0,0
1512,55360000000000,8782391415704522000000,2931369508244066000000000000000000000,0,0,0
1513,55390000000000,8768129144450844000000,2931371042568918300000000000000000000,0,0,0
1514,55420000000000,8753897738339326000000,2931372571917137600000000000000000000,0,0,0
1515,55450000000000,8739697113920613000000,2931374096307546000000000000000000000,0,0,0
1516,55480000000000,8725527188015949000000,2931375615758884600000000000000000000,0,0,0
1517,55510000000000,8711387877716160000000,2931377130289812400000000000000000000,0,0,0
