time(s),radius(cm),n_photon(cm^-3),n_pairs(cm^-3),n_W,n_Z,n_H
2198,75940000000000,3402430437768340000000,2931819999874520400000000000000000000,0,0,0
2199,75970000000000,3398401244247669000000,2931820230364873000000000000000000000,0,0,0
2200,76000000000000,3394378410100400000000,2931820460309865700000000000000000000,0,0,0
2201,76030000000000,3390361922785041000000,2931820689711003700000000000000000000,0,0,0
2202,76060000000000,3386351769789770000000,2931820918569786700000000000000000000,0,0,0
2203,76090000000000,3382347938632347000000,2931821146887710000000000000000000000,0,0,0
2204,76120000000000,3378350416860042000000,2931821374666264700000000000000000000,0,0,0
2205,76150000000000,3374359192049545600000,2931821601906936500000000000000000000,0,0,0
2206,76180000000000,3370374251806892500000,2931821828611206600000000000000000000,0,0,0
2207,76210000000000,3366395583767379000000,2931822054780552000000000000000000000,0,0,0
2208,76240000000000,3362423175595483500000,2931822280416444000000000000000000000,0,0,0
2209,76270000000000,3358457014984781600000,2931822505520351000000000000000000000,0,0,0
2210,76300000000000,3354497089657874000000,2931822730093734500000000000000000000,0,0,0
2211,76330000000000,3350543387366300000000,2931822954138053700000000000000000000,0,0,0
2212,76360000000000,3346595895890461300000,2931823177654762000000000000000000000,0,0,0
2213,76390000000000,3342654603039538000000,2931823400645307000000000000000000000,0,0,0
2214,76420000000000,3338719496651419400000,2931823623111135300000000000000000000,0,0,0
2215,76450000000000,3334790564592616500000,2931823845053685600000000000000000000,0,0,0
2216,76480000000000,3330867794758184000000,2931824066474394000000000000000000000,0,0,0
2217,76510000000000,3326951175071647000000,2931824287374690000000000000000000000,0,0,0
2218,76540000000000,3323040693484916000000,2931824507756001000000000000000000000,0,0,0
2219,76570000000000,3319136337978215400000,2931824727619750000000000000000000000,0,0,0
2220,76600000000000,3315238096560004000000,2931824946967352600000000000000000000,0,0,0
2221,76630000000000,3311345957266896000000,2931825165800223000000000000000000000,0,0,0
2222,76660000000000,3307459908163585700000,2931825384119769400000000000000000000,0,0,0
2223,76690000000000,3303579937342769600000,2931825601927397000000000000000000000,0,0,0
2224,76720000000000,3299706032925069300000,2931825819224504400000000000000000000,0,0,0
2225,76750000000000,3295838183058956600000,2931826036012488000000000000000000000,0,0,0
2226,76780000000000,3291976375920677600000,2931826252292738000000000000000000000,0,0,0
2227,76810000000000,3288120599714175400000,2931826468066642400000000000000000000,0,0,0
2228,76840000000000,3284270842671013000000,2931826683335583000000000000000000000,0,0,0
2229,76870000000000,3280427093050303400000,2931826898100937700000000000000000000,0,0,0
2230,76900000000000,3276589339138629600000,2931827112364080700000000000000000000,0,0,0
2231,76930000000000,3272757569249964700000,2931827326126382000000000000000000000,0,0,0
2232,76960000000000,3268931771725614400000,2931827539389206000000000000000000000,0,0,0
2233,76990000000000,3265111934934122000000,2931827752153914400000000000000000000,0,0,0
2234,77020000000000,3261298047271210300000,2931827964421864000000000000000000000,0,0,0
2235,77050000000000,3257490097159695500000,2931828176194407300000000000000000000,0,0,0
2236,77080000000000,3253688073049421600000,2931828387472892500000000000000000000,0,0,0
2237,77110000000000,3249891963417183400000,2931828598258664300000000000000000000,0,0,0
2238,77140000000000,3246101756766655000000,2931828808553062000000000000000000000,0,0,0
2239,77170000000000,3242317441628310600000,2931829018357422000000000000000000000,0,0,0
2240,77200000000000,3238539006559364000000,2931829227673076000000000000000000000,0,0,0
2241,77230000000000,3234766440143683300000,2931829436501351000000000000000000000,0,0,0
2242,77260000000000,3230999730991722400000,2931829644843571000000000000000000000,0,0,0
2243,77290000000000,3227238867740454300000,2931829852701055000000000000000000000,0,0,0
2244,77320000000000,3223483839053290000000,2931830060075119000000000000000000000,0,0,0
2245,77350000000000,3219734633620017000000,2931830266967073600000000000000000000,0,0,0
2246,77380000000000,3215991240156714000000,2931830473378225600000000000000000000,0,0,0
2247,77410000000000,3212253647405699000000,2931830679309878700000000000000000000,0,0,0
2248,77440000000000,3208521844135436500000,2931830884763332000000000000000000000,0,0,0
2249,77470000000000,3204795819140485000000,2931831089739880000000000000000000000,0,0,0
2250,77500000000000,3201075561241412400000,2931831294240813400000000000000000000,0,0,0
2251,77530000000000,3197361059284737000000,2931831498267420000000000000000000000,0,0,0
2252,77560000000000,3193652302142844700000,2931831701820982700000000000000000000,0,0,0
2253,77590000000000,3189949278713935300000,2931831904902780000000000000000000000,0,0,0
2254,77620000000000,3186251977921936000000,2931832107514088400000000000000000000,0,0,0
2255,77650000000000,3182560388716445000000,2931832309656177500000000000000000000,0,0,0
2256,77680000000000,3178874500072651400000,2931832511330315500000000000000000000,0,0,0
2257,77710000000000,3175194300991274500000,2931832712537765000000000000000000000,0,0,0
2258,77740000000000,3171519780498493000000,2931832913279786400000000000000000000,0,0,0
2259,77770000000000,3167850927645869500000,2931833113557634500000000000000000000,0,0,0
2260,77800000000000,3164187731510294500000,2931833313372561500000000000000000000,0,0,0
2261,77830000000000,3160530181193907000000,2931833512725815000000000000000000000,0,0,0
2262,77860000000000,3156878265824028000000,2931833711618639300000000000000000000,0,0,0
2263,77890000000000,3153231974553100000000,2931833910052274000000000000000000000,0,0,0
2264,77920000000000,3149591296558609000000,2931834108027955600000000000000000000,0,0,0
2265,77950000000000,3145956221043032000000,2931834305546917000000000000000000000,0,0,0
2266,77980000000000,3142326737233747400000,2931834502610386600000000000000000000,0,0,0
2267,78010000000000,3138702834382990700000,2931834699219590000000000000000000000,0,0,0
2268,78040000000000,3135084501767773000000,2931834895375748000000000000000000000,0,0,0
2269,78070000000000,3131471728689819400000,2931835091080078000000000000000000000,0,0,0
2270,78100000000000,3127864504475505000000,2931835286333793300000000000000000000,0,0,0
2271,78130000000000,3124262818475784000000,2931835481138105000000000000000000000,0,0,0
2272,78160000000000,3120666660066121000000,2931835675494218000000000000000000000,0,0,0
2273,78190000000000,3117076018646440500000,2931835869403336400000000000000000000,0,0,0
2274,78220000000000,3113490883641041000000,2931836062866658600000000000000000000,0,0,0
2275,78250000000000,3109911244498543300000,2931836255885379400000000000000000000,0,0,0
2276,78280000000000,3106337090691820700000,2931836448460691000000000000000000000,0,0,0
2277,78310000000000,3102768411717932700000,2931836640593780000000000000000000000,0,0,0
2278,78340000000000,3099205197098066000000,2931836832285832400000000000000000000,0,0,0
2279,78370000000000,3095647436377461000000,2931837023538028000000000000000000000,0,0,0
2280,78400000000000,3092095119125355000000,2931837214351544300000000000000000000,0,0,0
2281,78430000000000,3088548234934914400000,2931837404727554500000000000000000000,0,0,0
2282,78460000000000,3085006773423171400000,2931837594667228000000000000000000000,0,0,0
2283,78490000000000,3081470724230960600000,2931837784171732000000000000000000000,0,0,0
2284,78520000000000,3077940077022857400000,2931837973242228700000000000000000000,0,0,0
2285,78550000000000,3074414821487103000000,2931838161879877300000000000000000000,0,0,0
2286,78580000000000,3070894947335564400000,2931838350085834000000000000000000000,0,0,0
2287,78610000000000,3067380444303644000000,2931838537861250000000000000000000000,0,0,0
2288,78640000000000,3063871302150237000000,2931838725207274000000000000000000000,0,0,0
2289,78670000000000,3060367510657661700000,2931838912125052000000000000000000000,0,0,0
2290,78700000000000,3056869059631593300000,2931839098615725000000000000000000000,0,0,0
2291,78730000000000,3053375938901009000000,2931839284680431400000000000000000000,0,0,0
2292,78760000000000,3049888138318121500000,2931839470320306000000000000000000000,0,0,0
2293,78790000000000,3046405647758318000000,2931839655536479600000000000000000000,0,0,0
2294,78820000000000,3042928457120095400000,2931839840330080000000000000000000000,0,0,0
2295,78850000000000,3039456556325003000000,2931840024702231700000000000000000000,0,0,0
2296,78880000000000,3035989935317585500000,2931840208654056000000000000000000000,0,0,0
2297,78910000000000,3032528584065308000000,2931840392186670000000000000000000000,0,0,0
2298,78940000000000,3029072492558504400000,2931840575301188300000000000000000000,0,0,0
2299,78970000000000,3025621650810324000000,2931840757998721000000000000000000000,0,0,0
2300,79000000000000,3022176048856649700000,2931840940280376000000000000000000000,0,0,0
2301,79030000000000,3018735676756060000000,2931841122147256700000000000000000000,0,0,0
2302,79060000000000,3015300524589754000000,2931841303600464600000000000000000000,0,0,0
2303,79090000000000,3011870582461498000000,2931841484641096500000000000000000000,0,0,0
2304,79120000000000,3008445840497564500000,2931841665270247000000000000000000000,0,0,0
2305,79150000000000,3005026288846668600000,2931841845489005700000000000000000000,0,0,0
2306,79180000000000,3001611917679919000000,2931842025298461000000000000000000000,0,0,0
2307,79210000000000,2998202717190743000000,2931842204699697000000000000000000000,0,0,0
2308,79240000000000,2994798677594841000000,2931842383693794000000000000000000000,0,0,0
2309,79270000000000,2991399789130123000000,2931842562281830000000000000000000000,0,0,0
2310,79300000000000,2988006042056643300000,2931842740464879300000000000000000000,0,0,0
2311,79330000000000,2984617426656555400000,2931842918244013000000000000000000000,0,0,0
2312,79360000000000,2981233933234040500000,2931843095620298000000000000000000000,0,0,0
2313,79390000000000,2977855552115258000000,2931843272594800000000000000000000000,0,0,0
2314,79420000000000,2974482273648283000000,2931843449168579600000000000000000000,0,0,0
2315,79450000000000,2971114088203046400000,2931843625342696000000000000000000000,0,0,0
2316,79480000000000,2967750986171288600000,2931843801118203000000000000000000000,0,0,0
2317,79510000000000,2964392957966483000000,2931843976496153400000000000000000000,0,0,0
2318,79540000000000,2961039994023797300000,2931844151477595400000000000000000000,0,0,0
2319,79570000000000,2957692084800023000000,2931844326063574000000000000000000000,0,0,0
2320,79600000000000,2954349220773527300000,2931844500255132000000000000000000000,0,0,0
2321,79630000000000,2951011392444193000000,2931844674053309000000000000000000000,0,0,0
2322,79660000000000,2947678590333355600000,2931844847459140600000000000000000000,0,0,0
2323,79690000000000,2944350804983761000000,2931845020473660000000000000000000000,0,0,0
2324,79720000000000,2941028026959491000000,2931845193097896000000000000000000000,0,0,0
2325,79750000000000,2937710246845925000000,2931845365332876000000000000000000000,0,0,0
2326,79780000000000,2934397455249672500000,2931845537179624000000000000000000000,0,0,0
2327,79810000000000,2931089642798518400000,2931845708639160700000000000000000000,0,0,0
2328,79840000000000,2927786800141371000000,2931845879712503000000000000000000000,0,0,0
2329,79870000000000,2924488917948209600000,2931846050400666000000000000000000000,0,0,0
2330,79900000000000,2921195986910015700000,2931846220704660500000000000000000000,0,0,0
2331,79930000000000,2917907997738733700000,2931846390625495300000000000000000000,0,0,0
2332,79960000000000,2914624941167205000000,2931846560164175600000000000000000000,0,0,0
2333,79990000000000,2911346807949117400000,2931846729321703600000000000000000000,0,0,0
2334,80020000000000,2908073588858950000000,2931846898099079000000000000000000000,0,0,0
2335,80050000000000,2904805274691921500000,2931847066497297400000000000000000000,0,0,0
2336,80080000000000,2901541856263929000000,2931847234517352600000000000000000000,0,0,0
2337,80110000000000,2898283324411498500000,2931847402160235000000000000000000000,0,0,0
2338,80140000000000,2895029669991732500000,2931847569426932400000000000000000000,0,0,0
2339,80170000000000,2891780883882249000000,2931847736318429000000000000000000000,0,0,0
2340,80200000000000,2888536956981139000000,2931847902835706000000000000000000000,0,0,0
2341,80230000000000,2885297880206901500000,2931848068979742500000000000000000000,0,0,0
2342,80260000000000,2882063644498396000000,2931848234751514000000000000000000000,0,0,0
2343,80290000000000,2878834240814789000000,2931848400151992500000000000000000000,0,0,0
2344,80320000000000,2875609660135500000000,2931848565182149000000000000000000000,0,0,0
2345,80350000000000,2872389893460150000000,2931848729842950000000000000000000000,0,0,0
2346,80380000000000,2869174931808505600000,2931848894135360000000000000000000000,0,0,0
2347,80410000000000,2865964766220431000000,2931849058060339000000000000000000000,0,0,0
2348,80440000000000,2862759387755828000000,2931849221618846600000000000000000000,0,0,0
2349,80470000000000,2859558787494594500000,2931849384811837400000000000000000000,0,0,0
2350,80500000000000,2856362956536563600000,2931849547640264500000000000000000000,0,0,0
2351,80530000000000,2853171886001455000000,2931849710105077700000000000000000000,0,0,0
2352,80560000000000,2849985567028823500000,2931849872207223700000000000000000000,0,0,0
2353,80590000000000,2846803990778003600000,2931850033947647000000000000000000000,0,0,0
2354,80620000000000,2843627148428065000000,2931850195327289000000000000000000000,0,0,0
2355,80650000000000,2840455031177755500000,2931850356347088000000000000000000000,0,0,0
2356,80680000000000,2837287630245450500000,2931850517007979400000000000000000000,0,0,0
2357,80710000000000,2834124936869104300000,2931850677310897000000000000000000000,0,0,0
2358,80740000000000,2830966942306197000000,2931850837256770000000000000000000000,0,0,0
2359,80770000000000,2827813637833687000000,2931850996846527000000000000000000000,0,0,0
2360,80800000000000,2824665014747953400000,2931851156081092000000000000000000000,0,0,0
2361,80830000000000,2821521064364754300000,2931851314961387000000000000000000000,0,0,0
2362,80860000000000,2818381778019170000000,2931851473488331400000000000000000000,0,0,0
2363,80890000000000,2815247147065557400000,2931851631662841500000000000000000000,0,0,0
2364,80920000000000,2812117162877496000000,2931851789485831000000000000000000000,0,0,0
2365,80950000000000,2808991816847740000000,2931851946958211500000000000000000000,0,0,0
2366,80980000000000,2805871100388168000000,2931852104080890600000000000000000000,0,0,0
2367,81010000000000,2802755004929735700000,2931852260854774600000000000000000000,0,0,0
2368,81040000000000,2799643521922424000000,2931852417280766000000000000000000000,0,0,0
2369,81070000000000,2796536642835189300000,2931852573359765500000000000000000000,0,0,0
2370,81100000000000,2793434359155917000000,2931852729092670500000000000000000000,0,0,0
2371,81130000000000,2790336662391369500000,2931852884480376400000000000000000000,0,0,0
2372,81160000000000,2787243544067140000000,2931853039523775000000000000000000000,0,0,0
2373,81190000000000,2784154995727603000000,2931853194223757000000000000000000000,0,0,0
2374,81220000000000,2781071008935864000000,2931853348581208400000000000000000000,0,0,0
2375,81250000000000,2777991575273713700000,2931853502597014000000000000000000000,0,0,0
2376,81280000000000,2774916686341578000000,2931853656272056600000000000000000000,0,0,0
2377,81310000000000,2771846333758470400000,2931853809607214000000000000000000000,0,0,0
2378,81340000000000,2768780509161946300000,2931853962603364000000000000000000000,0,0,0
2379,81370000000000,2765719204208049700000,2931854115261380000000000000000000000,0,0,0
2380,81400000000000,2762662410571270300000,2931854267582134500000000000000000000,0,0,0
2381,81430000000000,2759610119944495700000,2931854419566495000000000000000000000,0,0,0
2382,81460000000000,2756562324038959500000,2931854571215329500000000000000000000,0,0,0
2383,81490000000000,2753519014584201000000,2931854722529501000000000000000000000,0,0,0
2384,81520000000000,2750480183328012500000,2931854873509870500000000000000000000,0,0,0
2385,81550000000000,2747445822036394000000,2931855024157297400000000000000000000,0,0,0
2386,81580000000000,2744415922493506000000,2931855174472638000000000000000000000,0,0,0
2387,81610000000000,2741390476501626400000,2931855324456745400000000000000000000,0,0,0
2388,81640000000000,2738369475881095700000,2931855474110471000000000000000000000,0,0,0
2389,81670000000000,2735352912470280000000,2931855623434664500000000000000000000,0,0,0
2390,81700000000000,2732340778125519000000,2931855772430171000000000000000000000,0,0,0
2391,81730000000000,2729333064721081000000,2931855921097835000000000000000000000,0,0,0
2392,81760000000000,2726329764149115500000,2931856069438497300000000000000000000,0,0,0
2393,81790000000000,2723330868319614000000,2931856217452997000000000000000000000,0,0,0
2394,81820000000000,2720336369160351600000,2931856365142170000000000000000000000,0,0,0
2395,81850000000000,2717346258616855300000,2931856512506851000000000000000000000,0,0,0
2396,81880000000000,2714360528652349000000,2931856659547871000000000000000000000,0,0,0
2397,81910000000000,2711379171247713000000,2931856806266059000000000000000000000,0,0,0
2398,81940000000000,2708402178401434000000,2931856952662241300000000000000000000,0,0,0
2399,81970000000000,2705429542129566000000,2931857098737243000000000000000000000,0,0,0
2400,82000000000000,2702461254465681000000,2931857244491885400000000000000000000,0,0,0
2401,82030000000000,2699497307460824700000,2931857389926988000000000000000000000,0,0,0
2402,82060000000000,2696537693183475000000,2931857535043367000000000000000000000,0,0,0
2403,82090000000000,2693582403719493300000,2931857679841838700000000000000000000,0,0,0
2404,82120000000000,2690631431172081000000,2931857824323214000000000000000000000,0,0,0
2405,82150000000000,2687684767661738000000,2931857968488302500000000000000000000,0,0,0
2406,82180000000000,2684742405326215600000,2931858112337912400000000000000000000,0,0,0
2407,82210000000000,2681804336320473000000,2931858255872848500000000000000000000,0,0,0
2408,82240000000000,2678870552816633500000,2931858399093914400000000000000000000,0,0,0
2409,82270000000000,2675941047003941000000,2931858542001910000000000000000000000,0,0,0
2410,82300000000000,2673015811088718000000,2931858684597633000000000000000000000,0,0,0
2411,82330000000000,2670094837294319000000,2931858826881879000000000000000000000,0,0,0
2412,82360000000000,2667178117861086000000,2931858968855442600000000000000000000,0,0,0
2413,82390000000000,2664265645046311000000,2931859110519114000000000000000000000,0,0,0
2414,82420000000000,2661357411124188300000,2931859251873682700000000000000000000,0,0,0
2415,82450000000000,2658453408385773000000,2931859392919934600000000000000000000,0,0,0
2416,82480000000000,2655553629138937000000,2931859533658655000000000000000000000,0,0,0
2417,82510000000000,2652658065708326300000,2931859674090625000000000000000000000,0,0,0
2418,82540000000000,2649766710435320400000,2931859814216624600000000000000000000,0,0,0
2419,82570000000000,2646879555677988000000,2931859954037431300000000000000000000,0,0,0
2420,82600000000000,2643996593811043600000,2931860093553820000000000000000000000,0,0,0
2421,82630000000000,2641117817225808000000,2931860232766564300000000000000000000,0,0,0
2422,82660000000000,2638243218330163300000,2931860371676434000000000000000000000,0,0,0
2423,82690000000000,2635372789548514000000,2931860510284198400000000000000000000,0,0,0
2424,82720000000000,2632506523321741300000,2931860648590623600000000000000000000,0,0,0
2425,82750000000000,2629644412107164000000,2931860786596473000000000000000000000,0,0,0
2426,82780000000000,2626786448378495500000,2931860924302510000000000000000000000,0,0,0
2427,82810000000000,2623932624625804500000,2931861061709492400000000000000000000,0,0,0
2428,82840000000000,2621082933355469000000,2931861198818178600000000000000000000,0,0,0
2429,82870000000000,2618237367090142500000,2931861335629324000000000000000000000,0,0,0
2430,82900000000000,2615395918368702700000,2931861472143680500000000000000000000,0,0,0
2431,82930000000000,2612558579746218700000,2931861608362000000000000000000000000,0,0,0
2432,82960000000000,2609725343793906500000,2931861744285031000000000000000000000,0,0,0
2433,82990000000000,2606896203099090000000,2931861879913519500000000000000000000,0,0,0
2434,83020000000000,2604071150265158000000,2931862015248211000000000000000000000,0,0,0
2435,83050000000000,2601250177911524700000,2931862150289846400000000000000000000,0,0,0
2436,83080000000000,2598433278673588600000,2931862285039167000000000000000000000,0,0,0
2437,83110000000000,2595620445202693500000,2931862419496909400000000000000000000,0,0,0
2438,83140000000000,2592811670166090000000,2931862553663811000000000000000000000,0,0,0
2439,83170000000000,2590006946246887500000,2931862687540604400000000000000000000,0,0,0
2440,83200000000000,2587206266144023400000,2931862821128021400000000000000000000,0,0,0
2441,83230000000000,2584409622572218000000,2931862954426791300000000000000000000,0,0,0
2442,83260000000000,2581617008261937000000,2931863087437642000000000000000000000,0,0,0
2443,83290000000000,2578828415959349300000,2931863220161299000000000000000000000,0,0,0
2444,83320000000000,2576043838426289000000,2931863352598484000000000000000000000,0,0,0
2445,83350000000000,2573263268440217000000,2931863484749920000000000000000000000,0,0,0
2446,83380000000000,2570486698794180000000,2931863616616324600000000000000000000,0,0,0
2447,83410000000000,2567714122296773000000,2931863748198416000000000000000000000,0,0,0
2448,83440000000000,2564945531772096500000,2931863879496907600000000000000000000,0,0,0
2449,83470000000000,2562180920059721000000,2931864010512513000000000000000000000,0,0,0
2450,83500000000000,2559420280014649000000,2931864141245944000000000000000000000,0,0,0
2451,83530000000000,2556663604507273000000,2931864271697907700000000000000000000,0,0,0
2452,83560000000000,2553910886423335500000,2931864401869112000000000000000000000,0,0,0
2453,83590000000000,2551162118663896600000,2931864531760261500000000000000000000,0,0,0
2454,83620000000000,2548417294145293000000,2931864661372058000000000000000000000,0,0,0
2455,83650000000000,2545676405799094600000,2931864790705203000000000000000000000,0,0,0
2456,83680000000000,2542939446572073600000,2931864919760395000000000000000000000,0,0,0
2457,83710000000000,2540206409426162000000,2931865048538330600000000000000000000,0,0,0
2458,83740000000000,2537477287338415000000,2931865177039704600000000000000000000,0,0,0
2459,83770000000000,2534752073300972000000,2931865305265209700000000000000000000,0,0,0
2460,83800000000000,2532030760321021000000,2931865433215536000000000000000000000,0,0,0
2461,83830000000000,2529313341420760700000,2931865560891373000000000000000000000,0,0,0
2462,83860000000000,2526599809637356700000,2931865688293407000000000000000000000,0,0,0
2463,83890000000000,2523890158022916300000,2931865815422323000000000000000000000,0,0,0
2464,83920000000000,2521184379644438600000,2931865942278804000000000000000000000,0,0,0
2465,83950000000000,2518482467583785000000,2931866068863531000000000000000000000,0,0,0
2466,83980000000000,2515784414937639600000,2931866195177182000000000000000000000,0,0,0
2467,84010000000000,2513090214817471400000,2931866321220434700000000000000000000,0,0,0
2468,84040000000000,2510399860349497500000,2931866446993964300000000000000000000,0,0,0
2469,84070000000000,2507713344674651400000,2931866572498443600000000000000000000,0,0,0
2470,84100000000000,2505030660948536300000,2931866697734544000000000000000000000,0,0,0
2471,84130000000000,2502351802341397600000,2931866822702934000000000000000000000,0,0,0
2472,84160000000000,2499676762038081000000,2931866947404282300000000000000000000,0,0,0
2473,84190000000000,2497005533237999600000,2931867071839254000000000000000000000,0,0,0
2474,84220000000000,2494338109155093500000,2931867196008513000000000000000000000,0,0,0
2475,84250000000000,2491674483017799700000,2931867319912720000000000000000000000,0,0,0
2476,84280000000000,2489014648069009000000,2931867443552536000000000000000000000,0,0,0
2477,84310000000000,2486358597566035000000,2931867566928618000000000000000000000,0,0,0
2478,84340000000000,2483706324780576000000,2931867690041622500000000000000000000,0,0,0
2479,84370000000000,2481057822998681000000,2931867812892204000000000000000000000,0,0,0
2480,84400000000000,2478413085520710000000,2931867935481014400000000000000000000,0,0,0
2481,84430000000000,2475772105661304000000,2931868057808704600000000000000000000,0,0,0
2482,84460000000000,2473134876749344000000,2931868179875923000000000000000000000,0,0,0
2483,84490000000000,2470501392127922000000,2931868301683316000000000000000000000,0,0,0
2484,84520000000000,2467871645154299000000,2931868423231529700000000000000000000,0,0,0
2485,84550000000000,2465245629199872400000,2931868544521206600000000000000000000,0,0,0
2486,84580000000000,2462623337650144700000,2931868665552988000000000000000000000,0,0,0
2487,84610000000000,2460004763904682000000,2931868786327514000000000000000000000,0,0,0
2488,84640000000000,2457389901377084000000,2931868906845421400000000000000000000,0,0,0
2489,84670000000000,2454778743494945000000,2931869027107346600000000000000000000,0,0,0
2490,84700000000000,2452171283699826000000,2931869147113923500000000000000000000,0,0,0
2491,84730000000000,2449567515447211000000,2931869266865785000000000000000000000,0,0,0
2492,84760000000000,2446967432206481000000,2931869386363561000000000000000000000,0,0,0
2493,84790000000000,2444371027460874600000,2931869505607880000000000000000000000,0,0,0
2494,84820000000000,2441778294707453400000,2931869624599369400000000000000000000,0,0,0
2495,84850000000000,2439189227457072000000,2931869743338655000000000000000000000,0,0,0
2496,84880000000000,2436603819234340400000,2931869861826359400000000000000000000,0,0,0
2497,84910000000000,2434022063577589400000,2931869980063104000000000000000000000,0,0,0
2498,84940000000000,2431443954038841000000,2931870098049510000000000000000000000,0,0,0
2499,84970000000000,2428869484183768500000,2931870215786194000000000000000000000,0,0,0
2500,85000000000000,2426298647591668700000,2931870333273773300000000000000000000,0,0,0
2501,85030000000000,2423731437855424600000,2931870450512863000000000000000000000,0,0,0
2502,85060000000000,2421167848581470600000,2931870567504074700000000000000000000,0,0,0
2503,85090000000000,2418607873389766400000,2931870684248020500000000000000000000,0,0,0
2504,85120000000000,2416051505913756000000,2931870800745310000000000000000000000,0,0,0
2505,85150000000000,2413498739800334000000,2931870916996550700000000000000000000,0,0,0
2506,85180000000000,2410949568709819000000,2931871033002349000000000000000000000,0,0,0
2507,85210000000000,2408403986315917400000,2931871148763308600000000000000000000,0,0,0
2508,85240000000000,2405861986305687700000,2931871264280032400000000000000000000,0,0,0
2509,85270000000000,2403323562379512000000,2931871379553121600000000000000000000,0,0,0
2510,85300000000000,2400788708251059000000,2931871494583175400000000000000000000,0,0,0
2511,85330000000000,2398257417647255700000,2931871609370792000000000000000000000,0,0,0
2512,85360000000000,2395729684308251600000,2931871723916565700000000000000000000,0,0,0
2513,85390000000000,2393205501987387300000,2931871838221092000000000000000000000,0,0,0
2514,85420000000000,2390684864451160600000,2931871952284963400000000000000000000,0,0,0
2515,85450000000000,2388167765479199300000,2931872066108771000000000000000000000,0,0,0
2516,85480000000000,2385654198864220000000,2931872179693103400000000000000000000,0,0,0
2517,85510000000000,2383144158412005700000,2931872293038548600000000000000000000,0,0,0
2518,85540000000000,2380637637941366600000,2931872406145692000000000000000000000,0,0,0
2519,85570000000000,2378134631284111000000,2931872519015118500000000000000000000,0,0,0
2520,85600000000000,2375635132285014500000,2931872631647411000000000000000000000,0,0,0
2521,85630000000000,2373139134801785000000,2931872744043149700000000000000000000,0,0,0
2522,85660000000000,2370646632705035000000,2931872856202914300000000000000000000,0,0,0
2523,85690000000000,2368157619878246000000,2931872968127283000000000000000000000,0,0,0
2524,85720000000000,2365672090217739000000,2931873079816832000000000000000000000,0,0,0
2525,85750000000000,2363190037632644000000,2931873191272135000000000000000000000,0,0,0
2526,85780000000000,2360711456044868000000,2931873302493766000000000000000000000,0,0,0
2527,85810000000000,2358236339389060300000,2931873413482296000000000000000000000,0,0,0
2528,85840000000000,2355764681612587400000,2931873524238294600000000000000000000,0,0,0
2529,85870000000000,2353296476675497300000,2931873634762330000000000000000000000,0,0,0
2530,85900000000000,2350831718550491000000,2931873745054969000000000000000000000,0,0,0
2531,85930000000000,2348370401222890000000,2931873855116776000000000000000000000,0,0,0
2532,85960000000000,2345912518690606700000,2931873964948315600000000000000000000,0,0,0
2533,85990000000000,2343458064964111800000,2931874074550148400000000000000000000,0,0,0
2534,86020000000000,2341007034066406200000,2931874183922835500000000000000000000,0,0,0
2535,86050000000000,2338559420032989500000,2931874293066935300000000000000000000,0,0,0
2536,86080000000000,2336115216911827200000,2931874401983005000000000000000000000,0,0,0
2537,86110000000000,2333674418763324500000,2931874510671600000000000000000000000,0,0,0
2538,86140000000000,2331237019660292700000,2931874619133275000000000000000000000,0,0,0
2539,86170000000000,2328803013687919200000,2931874727368581600000000000000000000,0,0,0
2540,86200000000000,2326372394943741000000,2931874835378071500000000000000000000,0,0,0
2541,86230000000000,2323945157537608800000,2931874943162294400000000000000000000,0,0,0
2542,86260000000000,2321521295591662200000,2931875050721797600000000000000000000,0,0,0
2543,86290000000000,2319100803240295700000,2931875158057127700000000000000000000,0,0,0
2544,86320000000000,2316683674630134000000,2931875265168829500000000000000000000,0,0,0
2545,86350000000000,2314269903919994600000,2931875372057447000000000000000000000,0,0,0
2546,86380000000000,2311859485280867200000,2931875478723521300000000000000000000,0,0,0
2547,86410000000000,2309452412895877100000,2931875585167593300000000000000000000,0,0,0
2548,86440000000000,2307048680960259500000,2931875691390201600000000000000000000,0,0,0
2549,86470000000000,2304648283681327700000,2931875797391883500000000000000000000,0,0,0
2550,86500000000000,2302251215278445400000,2931875903173175000000000000000000000,0,0,0
2551,86530000000000,2299857469982998800000,2931876008734610600000000000000000000,0,0,0
2552,86560000000000,2297467042038362000000,2931876114076723000000000000000000000,0,0,0
2553,86590000000000,2295079925699873900000,2931876219200044000000000000000000000,0,0,0
2554,86620000000000,2292696115234809000000,2931876324105103400000000000000000000,0,0,0
2555,86650000000000,2290315604922341500000,2931876428792429600000000000000000000,0,0,0
2556,86680000000000,2287938389053525200000,2931876533262550000000000000000000000,0,0,0
2557,86710000000000,2285564461931260500000,2931876637515990000000000000000000000,0,0,0
2558,86740000000000,2283193817870263000000,2931876741553273700000000000000000000,0,0,0
2559,86770000000000,2280826451197042400000,2931876845374923400000000000000000000,0,0,0
2560,86800000000000,2278462356249867000000,2931876948981460600000000000000000000,0,0,0
2561,86830000000000,2276101527378739000000,2931877052373405000000000000000000000,0,0,0
2562,86860000000000,2273743958945363000000,2931877155551276000000000000000000000,0,0,0
2563,86890000000000,2271389645323123600000,2931877258515589000000000000000000000,0,0,0
2564,86920000000000,2269038580897050300000,2931877361266860600000000000000000000,0,0,0
