time(s),avg_energy(J/m^3),avg_photon(m^-3)
6.2,99371.94903484227,10000000000
6.300000000000001,99362.01183995364,10000000000
6.4,99352.07563876914,10000000000
6.5,99342.14043119602,10000000000
6.6000000000000005,99332.20621716724,10000000000
6.7,99322.27299654247,10000000000
6.800000000000001,99312.34076925078,10000000000
6.9,99302.4095351672,10000000000
7,99292.47929419031,10000000000
7.1000000000000005,99282.55004628636,10000000000
7.2,99272.62179125314,10000000000
7.300000000000001,99262.69452908724,10000000000
7.4,99252.76825964387,10000000000
7.5,99242.84298280164,10000000000
7.6000000000000005,99232.91869851844,10000000000
7.7,99222.99540663522,10000000000
7.800000000000001,99213.07310711523,10000000000
7.9,99203.1517997974,10000000000
8,99193.2314846193,10000000000
8.1,99183.31216145333,10000000000
8.200000000000001,99173.39383025968,10000000000
8.3,99163.47649085715,10000000000
8.4,99153.56014322466,10000000000
8.5,99143.64478719427,10000000000
8.6,99133.73042273273,10000000000
8.700000000000001,99123.81704966277,10000000000
8.8,99113.90466797356,10000000000
8.9,99103.99327751709,10000000000
9,99094.08287819354,10000000000
9.1,99084.17346989916,10000000000
9.200000000000001,99074.26505255462,10000000000
9.3,99064.3576260482,10000000000
9.4,99054.45119026603,10000000000
9.5,99044.54574514386,10000000000
9.600000000000001,99034.64129057768,10000000000
9.700000000000001,99024.73782646419,10000000000
9.8,99014.83535266171,10000000000
9.9,99004.93386912596,10000000000
10,98995.03337574207,10000000000
10.100000000000001,98985.13387239927,10000000000
10.200000000000001,98975.23535903468,10000000000
10.3,98965.33783547148,10000000000
10.4,98955.44130170358,10000000000
10.5,98945.54575756493,10000000000
10.600000000000001,98935.65120300536,10000000000
10.700000000000001,98925.75763786657,10000000000
10.8,98915.86506211753,10000000000
10.9,98905.97347560627,10000000000
11,98896.08287826234,10000000000
11.100000000000001,98886.19326996864,10000000000
11.200000000000001,98876.30465065663,10000000000
11.3,98866.4170201936,10000000000
11.4,98856.53037846896,10000000000
11.5,98846.64472544195,10000000000
11.600000000000001,98836.76006098563,10000000000
11.700000000000001,98826.8763849715,10000000000
11.8,98816.99369731803,10000000000
11.9,98807.11199796137,10000000000
12,98797.23128676221,10000000000
12.100000000000001,98787.35156361286,10000000000
12.200000000000001,98777.47282847641,10000000000
12.3,98767.59508120065,10000000000
12.4,98757.71832168098,10000000000
12.5,98747.84254983896,10000000000
12.600000000000001,98737.96776557919,10000000000
12.700000000000001,98728.09396882838,10000000000
12.8,98718.22115942584,10000000000
12.9,98708.3493373084,10000000000
13,98698.47850238324,10000000000
13.100000000000001,98688.60865450717,10000000000
