time(s),avg_energy(J/m^3),avg_photon(m^-3),avg_axion(m^-3),avg_neutrino(m^-3),avg_qgp_fraction
78,9635226.043943793,10000000000,0.00999999921000263,0.8600000000003262,1
79,9630696.851129198,10000000000,0.009999999200002213,0.8600000000003262,1
80,9626169.83416549,10000000000,0.009999999189999113,0.8600000000003262,1
81,9621644.991973845,10000000000,0.009999999179998909,0.8600000000003262,1
82,9617122.323492885,10000000000,0.009999999169998336,0.8600000000003262,1
83,9612601.827667234,10000000000,0.009999999159995394,0.8600000000003262,1
84,9608083.503417842,10000000000,0.009999999150004926,0.8600000000003262,1
85,9603567.349676484,10000000000,0.009999999140005144,0.8600000000003262,1
86,9599053.365387348,10000000000,0.009999999130002043,0.8600000000003262,1
87,9594541.549477065,10000000000,0.00999999911999826,0.8600000000003262,1
88,9590031.90090183,10000000000,0.009999999109995161,0.8600000000003262,1
89,9585524.418572543,10000000000,0.009999999099995377,0.8600000000003262,1
90,9581019.101434318,10000000000,0.00999999909000491,0.8600000000003262,1
91,9576515.94842539,10000000000,0.009999999080001968,0.8600000000003262,1
92,9572014.958494168,10000000000,0.009999999070001394,0.8600000000003262,1
93,9567516.130556133,10000000000,0.009999999060001189,0.8600000000003262,1
94,9563019.463584503,10000000000,0.009999999049998088,0.8600000000003262,1
95,9558524.956481935,10000000000,0.009999999039997674,0.8600000000003262,1
96,9554032.60821492,10000000000,0.009999999029994574,0.8600000000003262,1
97,9549542.41771657,10000000000,0.009999999020004896,0.8600000000003262,1
98,9545054.383912785,10000000000,0.009999999010004323,0.8600000000003262,1
99,9540568.505769474,10000000000,0.009999999000001382,0.8600000000003262,1
100,9536084.782225035,10000000000,0.009999998989997441,0.8600000000003262,1
101,9531603.2122116,10000000000,0.009999998979997655,0.8600000000003262,1
102,9527123.794675816,10000000000,0.009999998969994558,0.8600000000003262,1
103,9522646.52856254,10000000000,0.009999998960004247,0.8600000000003262,1
104,9518171.412811399,10000000000,0.009999998950001148,0.8600000000003262,1
105,9513698.446380513,10000000000,0.009999998940001363,0.8600000000003262,1
106,9509227.62820432,10000000000,0.00999999893000037,0.8600000000003262,1
107,9504758.957237108,10000000000,0.009999998919997427,0.8600000000003262,1
108,9500292.4324056,10000000000,0.009999998909996853,0.8600000000003262,1
109,9495828.052681398,10000000000,0.009999998900007176,0.8600000000003262,1
110,9491365.817010457,10000000000,0.009999998890004075,0.8600000000003262,1
111,9486905.724328065,10000000000,0.009999998880003661,0.8600000000003262,1
112,9482447.773583537,10000000000,0.00999999887000056,0.8600000000003262,1
113,9477991.963722667,10000000000,0.009999998859997411,0.8600000000003262,1
114,9473538.293723516,10000000000,0.009999998849996836,0.8600000000003262,1
115,9469086.762504004,10000000000,0.009999998839993895,0.8600000000003262,1
116,9464637.369018579,10000000000,0.009999998830003428,0.8600000000003262,1
117,9460190.112237373,10000000000,0.009999998820003643,0.8600000000003262,1
118,9455744.991090799,10000000000,0.009999998810000544,0.8600000000003262,1
119,9451302.004548788,10000000000,0.009999998799999707,0.8600000000003262,1
120,9446861.151556943,10000000000,0.009999998789996606,0.8600000000003262,1
121,9442422.431068534,10000000000,0.009999998779996824,0.8600000000003262,1
122,9437985.842041139,10000000000,0.009999998770006355,0.8600000000003262,1
123,9433551.383422974,10000000000,0.009999998760003414,0.8600000000003262,1
124,9429119.054170279,10000000000,0.00999999875000284,0.8600000000003262,1
125,9424688.853242513,10000000000,0.009999998739999691,0.8600000000003262,1
126,9420260.779600015,10000000000,0.00999999872999659,0.8600000000003262,1
127,9415834.83218333,10000000000,0.009999998719996173,0.8600000000003262,1
128,9411411.009955043,10000000000,0.009999998709993076,0.8600000000003262,1
129,9406989.311888091,10000000000,0.009999998700003397,0.8600000000003262,1
130,9402569.736915825,10000000000,0.009999998690002824,0.8600000000003262,1
